name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KRDU	35.8776389	-78.7874722	264°	NA	1706	0	Origin Airport
CATAR	35.8354167	-79.3001944	265°	46.0	1660	46	Waypoint
WLFFF	35.8176111	-79.5348611	258°	21.0	1639	68	Waypoint
SHPRD	35.6543333	-80.4767778	243°	87.0	1552	155	Reporting Point
BURGG	35.0334861	-81.9269056	272°	149.0	1414	300	WAYPOINT
MEMFS	35.0151722	-89.9830194	260°	734.0	693	1019	WAYPOINT
LIT	34.6777778	-92.1805556	252°	204.0	491	1223	VOR-TAC (NAVAID)
MEEOW	34.3180944	-93.5235944	249°	130.0	362	1352	Reporting Point
FEWWW	34.1955833	-93.9023056	250°	37.0	325	1389	Waypoint
PROWD	33.8101111	-95.1400556	249°	122.0	204	1510	Waypoint
LETHR	33.7498056	-95.3290278	249°	19.0	185	1528	Waypoint
ARMYY	33.5949444	-95.8062222	249°	47.0	138	1575	Waypoint
SEEVR	33.44625	-96.258	229°	45.0	95	1620	Waypoint
BRDJE	33.3265556	-96.4228611	230°	20.0	75	1638	Reporting Point
COVIE	33.275	-96.4951389	228°	9.0	66	1646	Waypoint
LEMYN	33.1811944	-96.619	229°	16.0	50	1660	Waypoint
PITHY	33.0736944	-96.76625	229°	18.0	32	1677	Waypoint
STONZ	32.9728611	-96.9028333	184°	17.0	15	1692	Reporting Point
ROCKZ	32.79675	-96.9157222	180°	20.0	16	1699	Waypoint
JEKIL	32.5939444	-96.9157222	341°	23.0	36	1705	Waypoint
KDFW	32.8972331	-97.0376947	NA	36.0	0	1706	Destination Airport
