name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KLAX	33.9424964	-118.4080486	271°	NA	1997	0	Origin Airport
DLREY	33.9436944	-118.4651389	268°	5.0	2002	5	Waypoint
ENNEY	33.9424722	-118.5057778	265°	4.0	2006	9	Waypoint
NAANC	33.9316667	-118.6438889	177°	13.0	2018	22	Waypoint
HAYNK	33.8405833	-118.6373056	146°	10.0	2016	24	Waypoint
PEVEE	33.6972222	-118.5208333	110°	19.0	2004	29	Waypoint
HOLTZ	33.6445556	-118.343	90°	17.0	1987	34	Waypoint
DOTSS	33.6441111	-117.7952778	106°	51.0	1937	66	Waypoint
WIILD	33.5048056	-117.2333056	91°	54.0	1883	119	Waypoint
BLCKD	33.4921667	-116.4244722	91°	75.0	1808	190	Waypoint
CSTWY	33.4860556	-116.0341944	71°	36.0	1772	226	Waypoint
CNERY	33.6177222	-115.5824167	92°	44.0	1733	264	Waypoint
BLH	33.5961111	-114.7613889	96°	76.0	1657	340	VOR-TAC (NAVAID)
SALOM	33.5161806	-113.8888694	102°	81.0	1576	421	Reporting Point
EWM	31.9516667	-106.2725	99°	734.0	843	1154	VOR-TAC (NAVAID)
FUSCO	31.1769278	-101.3291667	99°	477.0	367	1630	Reporting Point
DILLO	30.7963333	-98.7871944	97°	246.0	126	1875	Waypoint
SZAGI	30.7591667	-98.4320556	115°	34.0	96	1908	Waypoint
LAIKS	30.6460556	-98.1455833	115°	30.0	68	1938	Waypoint
BOYZZ	30.5616111	-97.93325	130°	22.0	48	1960	Waypoint
CRLOS	30.4909167	-97.8367778	130°	12.0	37	1972	Waypoint
HOUKM	30.429	-97.7525	163°	11.0	27	1981	Waypoint
KAUS	30.1945272	-97.6698761	NA	27.0	0	1997	Destination Airport
