name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KLAX	33.9424964	-118.4080486	271°	NA	1997	0	Origin Airport
DLREY	33.9436944	-118.4651389	268°	5.0	2002	5	Waypoint
ENNEY	33.9424722	-118.5057778	265°	4.0	2006	9	Waypoint
NAANC	33.9316667	-118.6438889	177°	13.0	2018	22	Waypoint
HAYNK	33.8405833	-118.6373056	146°	10.0	2016	24	Waypoint
PEVEE	33.6972222	-118.5208333	110°	19.0	2004	29	Waypoint
HOLTZ	33.6445556	-118.343	90°	17.0	1987	34	Waypoint
DOTSS	33.6441111	-117.7952778	106°	51.0	1937	66	Waypoint
WIILD	33.5048056	-117.2333056	91°	54.0	1883	119	Waypoint
BLCKD	33.4921667	-116.4244722	91°	75.0	1808	190	Waypoint
CSTWY	33.4860556	-116.0341944	71°	36.0	1772	226	Waypoint
CNERY	33.6177222	-115.5824167	92°	44.0	1733	264	Waypoint
BLH	33.5961111	-114.7613889	98°	76.0	1657	340	VOR-TAC (NAVAID)
SATRN	33.1326833	-111.2884194	104°	327.0	1330	667	Reporting Point
WOBUG	32.5900111	-108.8956083	106°	232.0	1099	898	Reporting Point
DMN	32.2755514	-107.6055014	360°	126.0	973	1024	VOR-TAC (NAVAID)
DMN	32.2755514	-107.6055014	106°	0.0	973	1024	VOR-TAC (NAVAID)
EWM	31.9517861	-106.2724583	100°	131.0	843	1154	VOR-TAC (NAVAID)
LINZY	31.7544472	-105.0437528	99°	118.0	725	1272	Reporting Point
FUSCO	31.1769278	-101.3291667	98°	358.0	367	1630	Reporting Point
KH06A	31.0	-100.0	101°	128.0	241	1757	NRS-WAYPOINT
DILLO	30.7963333	-98.7871944	97°	118.0	126	1875	Waypoint
SZAGI	30.7591667	-98.4320556	115°	34.0	96	1908	Waypoint
LAIKS	30.6460556	-98.1455833	115°	30.0	68	1938	Waypoint
BOYZZ	30.5616111	-97.93325	130°	22.0	48	1960	Waypoint
CRLOS	30.4909167	-97.8367778	130°	12.0	37	1972	Waypoint
HOUKM	30.429	-97.7525	163°	11.0	27	1981	Waypoint
KAUS	30.1945272	-97.6698761	NA	27.0	0	1997	Destination Airport
