name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KLAX	33.9424964	-118.4080486	271°	NA	1997	0	Origin Airport
DLREY	33.9436944	-118.4651389	268°	5.0	2002	5	Waypoint
ENNEY	33.9424722	-118.5057778	265°	4.0	2006	9	Waypoint
NAANC	33.9316667	-118.6438889	177°	13.0	2018	22	Waypoint
HAYNK	33.8405833	-118.6373056	146°	10.0	2016	24	Waypoint
PEVEE	33.6972222	-118.5208333	117°	19.0	2004	29	Waypoint
TANNN	33.5375	-118.1503333	117°	39.0	1968	51	Waypoint
NNICE	33.4688056	-117.9908056	138°	17.0	1953	65	Waypoint
PNDAH	33.1616667	-117.6655556	109°	46.0	1920	111	Waypoint
TCATE	32.8080833	-116.4833056	94°	117.0	1807	219	Waypoint
IPL	32.7488667	-115.5085819	88°	91.0	1715	301	VOR-TAC (NAVAID)
HEEDS	32.7603278	-115.0077306	89°	47.0	1669	342	Reporting Point
BZA	32.7681075	-114.6029464	89°	38.0	1631	377	VOR-TAC (NAVAID)
HOGGZ	32.7748611	-114.0692	89°	50.0	1581	424	Reporting Point
MOHAK	32.7758444	-113.9720972	80°	9.0	1572	432	Reporting Point
JUDTH	32.8165028	-113.6883944	80°	27.0	1546	456	Reporting Point
GBN	32.9562583	-112.6742717	360°	96.0	1454	544	VOR-TAC (NAVAID)
GBN	32.9562583	-112.6742717	96°	0.0	1454	544	VOR-TAC (NAVAID)
TFD	32.8858544	-111.9087344	105°	72.0	1383	615	VOR-TAC (NAVAID)
TOTEC	32.8266167	-111.6422	105°	26.0	1357	641	Reporting Point
ITEMM	32.5864806	-110.5897694	105°	102.0	1255	743	Reporting Point
SSO	32.269245	-109.2630875	360°	130.0	1127	873	VOR-TAC (NAVAID)
SSO	32.269245	-109.2630875	105°	0.0	1127	873	VOR-TAC (NAVAID)
ALIBY	31.9212833	-107.7789194	94°	145.0	983	1018	Reporting Point
ELP	31.8159103	-106.2818828	360°	142.0	841	1157	VOR-TAC (NAVAID)
ELP	31.8159103	-106.2818828	98°	0.0	841	1157	VOR-TAC (NAVAID)
PEQ	31.4693144	-103.5747544	98°	259.0	582	1415	VOR-DME (NAVAID)
FUSCO	31.1769278	-101.3291667	99°	216.0	367	1630	Reporting Point
DILLO	30.7963333	-98.7871944	97°	246.0	126	1875	Waypoint
SZAGI	30.7591667	-98.4320556	115°	34.0	96	1908	Waypoint
LAIKS	30.6460556	-98.1455833	115°	30.0	68	1938	Waypoint
BOYZZ	30.5616111	-97.93325	130°	22.0	48	1960	Waypoint
CRLOS	30.4909167	-97.8367778	130°	12.0	37	1972	Waypoint
HOUKM	30.429	-97.7525	163°	11.0	27	1981	Waypoint
KAUS	30.1945272	-97.6698761	NA	27.0	0	1997	Destination Airport
