name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KIAD	38.9474444	-77.4599444	255°	NA	946	0	Origin Airport
LOULU	38.8953333	-77.7110556	262°	23.0	929	23	Waypoint
BUNZZ	38.8726111	-77.9269444	291°	19.0	913	41	Waypoint
RAMAY	38.9607222	-78.2163889	195°	27.0	886	65	Waypoint
RAMAY	38.9607139	-78.2163917	275°	0.0	886	65	WAY-PT
BENSH	39.0195778	-79.1747583	275°	83.0	809	149	WAY-PT
GEQUE	39.0886472	-80.2993083	360°	98.0	719	246	WAY-PT
GEQUE	39.0886472	-80.2993083	274°	0.0	719	246	WAY-PT
HACKS	39.1294139	-81.0930278	360°	69.0	658	315	Reporting Point
HACKS	39.1294139	-81.0930278	298°	0.0	658	315	Reporting Point
SUMET	39.3002	-81.5102639	298°	41.0	617	352	Reporting Point
VLADY	39.3921917	-81.7372444	360°	22.0	595	372	Reporting Point
VLADY	39.3921917	-81.7372444	298°	0.0	595	372	Reporting Point
EMPTY	39.9632972	-83.1869444	297°	140.0	456	505	Reporting Point
MECAN	40.0861806	-83.5082222	296°	31.0	425	535	Reporting Point
ROD	40.2878008	-84.0430964	64°	51.0	375	584	VOR-TAC (NAVAID)
ROD	40.2878056	-84.0430833	309°	0.0	375	584	VOR-TAC (NAVAID)
FWA	40.9790556	-85.1880556	313°	124.0	253	697	VOR-TAC (NAVAID)
PRONK	41.1782778	-85.4773333	288°	33.0	221	726	Waypoint
DAIFE	41.2688889	-85.8552778	276°	33.0	188	760	Waypoint
WATSN	41.2834444	-86.0353333	279°	15.0	174	775	Reporting Point
HAUPO	41.3425833	-86.5431111	297°	43.0	134	817	Waypoint
MKITA	41.4	-86.6927778	334°	14.0	120	831	Waypoint
PRISE	41.5355556	-86.7813889	356°	17.0	106	842	Waypoint
HULLS	41.6566667	-86.7933333	355°	14.0	99	847	Waypoint
STYLE	41.7739722	-86.8083889	350°	13.0	94	853	Reporting Point
DWEEB	41.8658333	-86.8294444	320°	10.0	90	857	Waypoint
CENAK	41.9961111	-86.9752778	269°	19.0	77	874	Waypoint
KORD	41.9769403	-87.9081497	NA	77.0	0	946	Destination Airport
