name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KLAS	36.0800439	-115.1522347	68°	NA	3498.0	0.0	Origin Airport
KYBAD	36.1441667	-114.9590278	83°	19.0	3482.0	19.0	Waypoint
HAIDN	36.1525833	-114.8759444	106°	8.0	3475.0	26.0	Waypoint
OLBLU	36.1253056	-114.7581667	103°	11.0	3464.0	36.0	Waypoint
NIITZ	35.88875	-113.5335833	100°	113.0	3351.0	147.0	Reporting Point
IWANS	35.7638333	-112.6789444	100°	78.0	3272.0	226.0	Waypoint
SSKEE	35.6331111	-111.8243056	124°	79.0	3194.0	304.0	Waypoint
INW	35.0616667	-110.795	98°	113.0	3090.0	410.0	VOR-TAC (NAVAID)
CNX	34.3669444	-105.6780556	110°	475.0	2616.0	882.0	VOR-TAC (NAVAID)
ABI	32.4813306	-99.8634536	110°	579.0	2039.0	1460.0	VOR-TAC (NAVAID)
HICOE	31.9381194	-98.1189806	111°	175.0	1865.0	1635.0	Reporting Point
ACT	31.6622311	-97.2690139	102°	86.0	1779.0	1722.0	VOR-TAC (NAVAID)
TORNN	31.5203861	-96.5147111	103°	73.0	1706.0	1794.0	Reporting Point
CRIED	31.3539667	-95.6614139	103°	83.0	1623.0	1876.0	Reporting Point
LFK	31.1624419	-94.7168325	107°	92.0	1531.0	1967.0	VOR-TAC (NAVAID)
HRV	29.8501947	-90.0029842	130°	475.0	1057.0	2441.0	VOR-TAC (NAVAID)
FATSO	29.6899972	-89.7845722	130°	28.0	1030.0	2468.0	WAY-PT
REDFN	28.8829694	-88.7017806	130°	138.0	900.0	2600.0	WAY-PT
BLVNS	28.382275	-88.0341611	NA	86.0	820.0	2683.0	WAY-PT
Y290	NA	NA	NA	NA	NA	NA	UNKNOWN
GAWKS	27.1815	-83.0875556	102°	NA	319.0	3180.0	Waypoint
BAGGS	27.13425	-82.8408889	122°	25.0	295.0	3204.0	Waypoint
PLOWS	26.9151389	-82.4425833	139°	46.0	248.0	3250.0	Waypoint
MATNY	26.5302778	-82.0743333	138°	56.0	196.0	3302.0	Waypoint
KLEET	26.2371667	-81.7796667	116°	44.0	157.0	3343.0	Waypoint
BARBN	26.0704167	-81.3968889	116°	43.0	115.0	3386.0	Waypoint
JAMAS	25.9496389	-81.1201944	116°	31.0	85.0	3416.0	Waypoint
FROGZ	25.9131667	-81.037	126°	9.0	76.0	3426.0	Waypoint
HATUG	25.8351667	-80.9158333	94°	15.0	63.0	3440.0	Waypoint
KMIA	25.7953611	-80.2901158	NA	63.0	0.0	3498.0	Destination Airport
