name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KLAS	36.0800439	-115.1522347	68°	NA	3498.0	0.0	Origin Airport
KYBAD	36.1441667	-114.9590278	83°	19.0	3482.0	19.0	Waypoint
HAIDN	36.1525833	-114.8759444	106°	8.0	3475.0	26.0	Waypoint
OLBLU	36.1253056	-114.7581667	147°	11.0	3464.0	36.0	Waypoint
RASLR	35.6976667	-114.4190556	139°	57.0	3426.0	79.0	Waypoint
ROHCK	35.3053889	-114.0063889	104°	57.0	3382.0	135.0	Waypoint
ZAYNE	35.2316389	-113.6515278	119°	33.0	3349.0	165.0	Waypoint
DRK	34.7025	-112.4802778	304°	122.0	3234.0	287.0	VOR-TAC (NAVAID)
CADDU	34.9785278	-112.9753444	108°	55.0	3284.0	232.0	Reporting Point
TCS	33.2825	-107.2805556	99°	558.0	2734.0	785.0	VOR-TAC (NAVAID)
BGS	32.3855556	-101.4836111	106°	551.0	2184.0	1322.0	VOR-TAC (NAVAID)
SSOLO	31.2487972	-97.1927111	106°	425.0	1759.0	1746.0	WAYPOINT
OILLL	31.0030778	-96.1992056	109°	99.0	1660.0	1843.0	WAYPOINT
ROKIT	30.4972417	-94.5137556	106°	171.0	1490.0	2014.0	WAYPOINT
LCH	30.1413889	-93.1055556	110°	141.0	1349.0	2154.0	VOR-TAC (NAVAID)
LEV	29.1752294	-90.1040192	113°	310.0	1039.0	2463.0	VOR-TAC (NAVAID)
BLVNS	28.382275	-88.0341611	NA	220.0	820.0	2683.0	WAY-PT
Y290	NA	NA	NA	NA	NA	NA	UNKNOWN
GAWKS	27.1815	-83.0875556	102°	NA	319.0	3180.0	Waypoint
BAGGS	27.13425	-82.8408889	122°	25.0	295.0	3204.0	Waypoint
PLOWS	26.9151389	-82.4425833	139°	46.0	248.0	3250.0	Waypoint
MATNY	26.5302778	-82.0743333	138°	56.0	196.0	3302.0	Waypoint
KLEET	26.2371667	-81.7796667	116°	44.0	157.0	3343.0	Waypoint
BARBN	26.0704167	-81.3968889	116°	43.0	115.0	3386.0	Waypoint
JAMAS	25.9496389	-81.1201944	116°	31.0	85.0	3416.0	Waypoint
FROGZ	25.9131667	-81.037	126°	9.0	76.0	3426.0	Waypoint
HATUG	25.8351667	-80.9158333	94°	15.0	63.0	3440.0	Waypoint
KMIA	25.7953611	-80.2901158	NA	63.0	0.0	3498.0	Destination Airport
