name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KLAS	36.0800439	-115.1522347	68°	NA	3498	0	Origin Airport
KYBAD	36.1441667	-114.9590278	83°	19.0	3482	19	Waypoint
HAIDN	36.1525833	-114.8759444	106°	8.0	3475	26	Waypoint
OLBLU	36.1253056	-114.7581667	103°	11.0	3464	36	Waypoint
NIITZ	35.88875	-113.5335833	100°	113.0	3351	147	Reporting Point
IWANS	35.7638333	-112.6789444	100°	78.0	3272	226	Waypoint
SSKEE	35.6331111	-111.8243056	124°	79.0	3194	304	Waypoint
INW	35.0616667	-110.795	98°	113.0	3090	410	VOR-TAC (NAVAID)
CNX	34.3669444	-105.6780556	110°	475.0	2616	882	VOR-TAC (NAVAID)
ABI	32.4813889	-99.8633333	110°	579.0	2039	1460	VOR-TAC (NAVAID)
ACT	31.6622222	-97.2688889	110°	261.0	1779	1722	VOR-TAC (NAVAID)
LEV	29.1752778	-90.1038889	106°	741.0	1039	2463	VOR-TAC (NAVAID)
GAWKS	27.1815	-83.0875556	102°	723.0	319	3180	Waypoint
BAGGS	27.13425	-82.8408889	122°	25.0	295	3204	Waypoint
PLOWS	26.9151389	-82.4425833	139°	46.0	248	3250	Waypoint
MATNY	26.5302778	-82.0743333	138°	56.0	196	3302	Waypoint
KLEET	26.2371667	-81.7796667	116°	44.0	157	3343	Waypoint
BARBN	26.0704167	-81.3968889	116°	43.0	115	3386	Waypoint
JAMAS	25.9496389	-81.1201944	116°	31.0	85	3416	Waypoint
FROGZ	25.9131667	-81.037	126°	9.0	76	3426	Waypoint
HATUG	25.8351667	-80.9158333	94°	15.0	63	3440	Waypoint
KMIA	25.7953611	-80.2901158	NA	63.0	0	3498	Destination Airport
