name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KLAS	36.0800439	-115.1522347	68°	NA	3498	0	Origin Airport
KYBAD	36.1441667	-114.9590278	83°	19.0	3482	19	Waypoint
HAIDN	36.1525833	-114.8759444	106°	8.0	3475	26	Waypoint
OLBLU	36.1253056	-114.7581667	103°	11.0	3464	36	Waypoint
NIITZ	35.88875	-113.5335833	100°	113.0	3351	147	Reporting Point
IWANS	35.7638333	-112.6789444	100°	78.0	3272	226	Waypoint
SSKEE	35.6331111	-111.8243056	124°	79.0	3194	304	Waypoint
INW	35.0616667	-110.795	94°	113.0	3090	410	VOR-TAC (NAVAID)
ZUN	34.9657533	-109.1545094	87°	150.0	2941	557	VOR-TAC (NAVAID)
ABQ	35.0437956	-106.8163119	93°	213.0	2736	763	VOR-TAC (NAVAID)
ADM	34.2116667	-97.1683333	102°	888.0	1874	1648	VOR-TAC (NAVAID)
MERDN	32.3784333	-88.8040722	124°	804.0	1105	2452	WAYPOINT
DEFUN	30.81425	-86.1314167	92°	307.0	800	2748	Reporting Point
CABLO	30.7747222	-84.84	121°	124.0	711	2865	Waypoint
BULZI	30.3735833	-84.07625	150°	86.0	631	2949	Waypoint
SNAPY	29.8142222	-83.7065556	150°	72.0	560	3005	Waypoint
NICKI	29.2556111	-83.3421667	156°	71.0	489	3061	Waypoint
BROMO	28.0106389	-82.7173611	170°	151.0	345	3173	Waypoint
SCURF	27.5311667	-82.6229167	165°	54.0	302	3204	Waypoint
PLOWS	26.9151389	-82.4425833	139°	71.0	248	3250	Waypoint
MATNY	26.5302778	-82.0743333	138°	56.0	196	3302	Waypoint
KLEET	26.2371667	-81.7796667	116°	44.0	157	3343	Waypoint
BARBN	26.0704167	-81.3968889	116°	43.0	115	3386	Waypoint
JAMAS	25.9496389	-81.1201944	116°	31.0	85	3416	Waypoint
FROGZ	25.9131667	-81.037	126°	9.0	76	3426	Waypoint
HATUG	25.8351667	-80.9158333	94°	15.0	63	3440	Waypoint
KMIA	25.7953611	-80.2901158	NA	63.0	0	3498	Destination Airport
