name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KLAS	36.0800439	-115.1522347	68°	NA	3498.0	0.0	Origin Airport
KYBAD	36.1441667	-114.9590278	83°	19.0	3482.0	19.0	Waypoint
HAIDN	36.1525833	-114.8759444	106°	8.0	3475.0	26.0	Waypoint
OLBLU	36.1253056	-114.7581667	147°	11.0	3464.0	36.0	Waypoint
RASLR	35.6976667	-114.4190556	139°	57.0	3426.0	79.0	Waypoint
ROHCK	35.3053889	-114.0063889	104°	57.0	3382.0	135.0	Waypoint
ZAYNE	35.2316389	-113.6515278	119°	33.0	3349.0	165.0	Waypoint
DRK	34.7025	-112.4802778	118°	122.0	3234.0	287.0	VOR-TAC (NAVAID)
FTHLS	33.7680694	-110.3635667	121°	221.0	3026.0	507.0	WAYPOINT
SVC	32.6377778	-108.1611111	117°	241.0	2804.0	748.0	VOR-DME (NAVAID)
ELP	31.8159103	-106.2818828	98°	199.0	2615.0	946.0	VOR-TAC (NAVAID)
PEQ	31.4693144	-103.5747544	98°	259.0	2356.0	1187.0	VOR-DME (NAVAID)
FUSCO	31.1769278	-101.3291667	99°	216.0	2140.0	1391.0	Reporting Point
LLO	30.7963419	-98.7873886	95°	246.0	1894.0	1627.0	VOR-TAC (NAVAID)
CLL	30.6050017	-96.4206808	105°	228.0	1669.0	1842.0	VOR-TAC (NAVAID)
DAS	30.1897222	-94.645	104°	177.0	1492.0	2016.0	VOR-TAC (NAVAID)
LLA	29.6633333	-92.3736111	103°	227.0	1265.0	2240.0	VOR-DME (NAVAID)
LEV	29.1752778	-90.1038889	NA	227.0	1039.0	2463.0	VOR-TAC (NAVAID)
Y290	NA	NA	NA	NA	NA	NA	UNKNOWN
GAWKS	27.1815	-83.0875556	102°	NA	319.0	3180.0	Waypoint
BAGGS	27.13425	-82.8408889	122°	25.0	295.0	3204.0	Waypoint
PLOWS	26.9151389	-82.4425833	139°	46.0	248.0	3250.0	Waypoint
MATNY	26.5302778	-82.0743333	138°	56.0	196.0	3302.0	Waypoint
KLEET	26.2371667	-81.7796667	116°	44.0	157.0	3343.0	Waypoint
BARBN	26.0704167	-81.3968889	116°	43.0	115.0	3386.0	Waypoint
JAMAS	25.9496389	-81.1201944	116°	31.0	85.0	3416.0	Waypoint
FROGZ	25.9131667	-81.037	126°	9.0	76.0	3426.0	Waypoint
HATUG	25.8351667	-80.9158333	94°	15.0	63.0	3440.0	Waypoint
KMIA	25.7953611	-80.2901158	NA	63.0	0.0	3498.0	Destination Airport
