name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KLAS	36.0800439	-115.1522347	68°	NA	3498.0	0.0	Origin Airport
KYBAD	36.1441667	-114.9590278	83°	19.0	3482.0	19.0	Waypoint
HAIDN	36.1525833	-114.8759444	106°	8.0	3475.0	26.0	Waypoint
OLBLU	36.1253056	-114.7581667	103°	11.0	3464.0	36.0	Waypoint
NIITZ	35.88875	-113.5335833	79°	113.0	3351.0	147.0	Reporting Point
HOCEE	36.1804444	-111.5470278	105°	182.0	3182.0	324.0	Waypoint
TBC	36.1213889	-111.2697222	99°	26.0	3156.0	349.0	VOR-TAC (NAVAID)
ACH	35.1116667	-105.04	110°	575.0	2582.0	921.0	VOR-TAC (NAVAID)
PVW	34.0861111	-101.7902778	112°	319.0	2264.0	1236.0	VOR-DME (NAVAID)
MQP	32.7261111	-97.9975	119°	384.0	1881.0	1617.0	VOR-TAC (NAVAID)
JASPA	32.2850306	-97.0589917	119°	101.0	1782.0	1716.0	Reporting Point
LFK	31.1625	-94.7169444	116°	255.0	1531.0	1967.0	VOR-TAC (NAVAID)
KH90I	30.0	-92.0	116°	291.0	1243.0	2258.0	NRS-WAYPOINT
LEV	29.1752294	-90.1040192	113°	205.0	1039.0	2463.0	VOR-TAC (NAVAID)
BLVNS	28.382275	-88.0341611	NA	220.0	820.0	2683.0	WAY-PT
Y290	NA	NA	NA	NA	NA	NA	UNKNOWN
GAWKS	27.1815	-83.0875556	102°	NA	319.0	3180.0	Waypoint
BAGGS	27.13425	-82.8408889	122°	25.0	295.0	3204.0	Waypoint
PLOWS	26.9151389	-82.4425833	139°	46.0	248.0	3250.0	Waypoint
MATNY	26.5302778	-82.0743333	138°	56.0	196.0	3302.0	Waypoint
KLEET	26.2371667	-81.7796667	116°	44.0	157.0	3343.0	Waypoint
BARBN	26.0704167	-81.3968889	116°	43.0	115.0	3386.0	Waypoint
JAMAS	25.9496389	-81.1201944	116°	31.0	85.0	3416.0	Waypoint
FROGZ	25.9131667	-81.037	126°	9.0	76.0	3426.0	Waypoint
HATUG	25.8351667	-80.9158333	94°	15.0	63.0	3440.0	Waypoint
KMIA	25.7953611	-80.2901158	NA	63.0	0.0	3498.0	Destination Airport
