name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KLAS	36.0800439	-115.1522347	68°	NA	3498.0	0.0	Origin Airport
KYBAD	36.1441667	-114.9590278	83°	19.0	3482.0	19.0	Waypoint
HAIDN	36.1525833	-114.8759444	106°	8.0	3475.0	26.0	Waypoint
OLBLU	36.1253056	-114.7581667	103°	11.0	3464.0	36.0	Waypoint
NIITZ	35.88875	-113.5335833	100°	113.0	3351.0	147.0	Reporting Point
IWANS	35.7638333	-112.6789444	100°	78.0	3272.0	226.0	Waypoint
SSKEE	35.6331111	-111.8243056	93°	79.0	3194.0	304.0	Waypoint
GUP	35.4759992	-108.8726117	104°	268.0	2929.0	571.0	VOR-TAC (NAVAID)
LORAT	35.1442889	-107.2781444	105°	149.0	2779.0	720.0	Reporting Point
ABQ	35.0437956	-106.8163119	111°	44.0	2736.0	763.0	VOR-TAC (NAVAID)
FAVON	33.5833333	-102.5666667	115°	423.0	2316.0	1182.0	WAYPOINT
ABI	32.4813889	-99.8633333	110°	281.0	2039.0	1460.0	VOR-TAC (NAVAID)
KH03G	30.5	-94.0	115°	599.0	1443.0	2059.0	NRS-WAYPOINT
LCH	30.1413889	-93.1055556	110°	95.0	1349.0	2154.0	VOR-TAC (NAVAID)
ORICH	29.6660167	-91.5987278	110°	155.0	1194.0	2308.0	Reporting Point
LEV	29.1752294	-90.1040192	113°	155.0	1039.0	2463.0	VOR-TAC (NAVAID)
BLVNS	28.382275	-88.0341611	NA	220.0	820.0	2683.0	WAY-PT
Y290	NA	NA	NA	NA	NA	NA	UNKNOWN
GAWKS	27.1815	-83.0875556	102°	NA	319.0	3180.0	Waypoint
BAGGS	27.13425	-82.8408889	122°	25.0	295.0	3204.0	Waypoint
PLOWS	26.9151389	-82.4425833	139°	46.0	248.0	3250.0	Waypoint
MATNY	26.5302778	-82.0743333	138°	56.0	196.0	3302.0	Waypoint
KLEET	26.2371667	-81.7796667	116°	44.0	157.0	3343.0	Waypoint
BARBN	26.0704167	-81.3968889	116°	43.0	115.0	3386.0	Waypoint
JAMAS	25.9496389	-81.1201944	116°	31.0	85.0	3416.0	Waypoint
FROGZ	25.9131667	-81.037	126°	9.0	76.0	3426.0	Waypoint
HATUG	25.8351667	-80.9158333	94°	15.0	63.0	3440.0	Waypoint
KMIA	25.7953611	-80.2901158	NA	63.0	0.0	3498.0	Destination Airport
