name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KLAX	33.9424964	-118.4080486	271°	NA	3979	0	Origin Airport
DLREY	33.9436944	-118.4651389	268°	5.0	3983	5	Waypoint
ENNEY	33.9424722	-118.5057778	265°	4.0	3987	9	Waypoint
NAANC	33.9316667	-118.6438889	177°	13.0	3999	22	Waypoint
HAYNK	33.8405833	-118.6373056	146°	10.0	4003	24	Waypoint
PEVEE	33.6972222	-118.5208333	110°	19.0	3999	29	Waypoint
HOLTZ	33.6445556	-118.343	90°	17.0	3987	34	Waypoint
DOTSS	33.6441111	-117.7952778	77°	51.0	3941	66	Waypoint
EYEDL	33.7513611	-117.2336389	91°	53.0	3888	111	Waypoint
HOMER	33.7460556	-116.9738889	91°	24.0	3867	134	Waypoint
CLEEE	33.7233889	-116.0733056	71°	83.0	3792	217	Waypoint
PKE	34.1019728	-114.6820664	84°	135.0	3657	344	VOR-TAC (NAVAID)
NICKT	34.1488972	-114.0824528	85°	56.0	3604	400	WAY-PT
NABOB	34.3279444	-111.3149722	86°	255.0	3363	655	Reporting Point
PAYSO	34.3544556	-110.7950139	87°	48.0	3318	703	Reporting Point
CHEAR	34.3698639	-110.4712278	87°	30.0	3290	732	Reporting Point
SJN	34.4240417	-109.1435306	360°	122.0	3175	855	VOR-TAC (NAVAID)
SJN	34.4240417	-109.1435306	77°	0.0	3175	855	VOR-TAC (NAVAID)
ACH	35.1117061	-105.0399289	76°	383.0	2799	1232	VOR-TAC (NAVAID)
WLBIR	35.807025	-101.3819583	73°	341.0	2462	1567	WAYPOINT
PER	36.7466667	-97.1602778	70°	393.0	2071	1950	VOR-TAC (NAVAID)
VIH	38.1541667	-91.7066667	67°	507.0	1564	2440	VOR-DME (NAVAID)
TOY	38.7391667	-89.9186111	59°	169.0	1397	2599	VOR-TAC (NAVAID)
VLA	39.0938889	-89.1622222	71°	76.0	1324	2666	VOR-DME (NAVAID)
VHP	39.8147222	-86.3675	67°	253.0	1073	2910	VOR-TAC (NAVAID)
SINKR	40.4512917	-84.3852028	61°	183.0	897	3082	WAYPOINT
DJB	41.3580556	-82.1619444	69°	213.0	709	3274	VOR-DME (NAVAID)
JHW	42.1886069	-79.1213078	109°	269.0	478	3530	VOR-DME (NAVAID)
HOXIE	41.8650111	-77.8526056	109°	111.0	367	3634	Reporting Point
DMACK	41.7857583	-77.5519222	110°	26.0	341	3659	Reporting Point
STENT	41.6790472	-77.1527556	360°	35.0	305	3692	Reporting Point
STENT	41.6790472	-77.1527556	110°	0.0	305	3692	Reporting Point
MAGIO	41.5273833	-76.5964944	360°	49.0	256	3738	Reporting Point
MAGIO	41.5273833	-76.5964944	110°	0.0	256	3738	Reporting Point
LVZ	41.2727989	-75.6894661	326°	81.0	175	3815	VOR-TAC (NAVAID)
LVZ	41.2728056	-75.6894722	114°	0.0	175	3815	VOR-TAC (NAVAID)
JENNO	41.1529167	-75.3314167	114°	33.0	143	3845	Reporting Point
HARTY	41.0711944	-75.0898889	114°	22.0	120	3866	Reporting Point
STW	40.9958333	-74.8690278	98°	20.0	100	3885	VOR-DME (NAVAID)
LENDY	40.9148333	-74.13525	123°	62.0	43	3947	Reporting Point
LGA	40.7837222	-73.8686111	155°	27.0	18	3970	VOR-DME (NAVAID)
KJFK	40.6399278	-73.7786925	NA	18.0	0	3979	Destination Airport
