name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KJFK	40.6399278	-73.7786925	231°	NA	3979	0	Origin Airport
RBV	40.2024022	-74.4950261	264°	78.0	3921	78	VOR-TAC (NAVAID)
COPES	40.1307139	-75.3767694	264°	75.0	3847	147	Reporting Point
BYRDD	40.0922028	-75.8186917	263°	38.0	3810	183	Reporting Point
SAAME	40.0310611	-76.4839972	276°	57.0	3754	239	Reporting Point
BRNAN	40.1352778	-77.8351944	271°	116.0	3638	348	WAY-PT
PSYKO	40.1436111	-79.1536111	272°	112.0	3526	459	WAY-PT
BUBAA	40.1741667	-80.9713889	269°	155.0	3371	612	WAY-PT
HIDON	40.1666667	-81.6241667	269°	56.0	3316	667	WAY-PT
APE	40.1511111	-82.5883333	265°	82.0	3234	749	VOR-TAC (NAVAID)
VHP	39.8147222	-86.3675	265°	324.0	2910	1073	VOR-TAC (NAVAID)
KK57K	39.5	-90.0	257°	313.0	2597	1386	NRS-WAYPOINT
TYGER	38.6833694	-94.0836333	259°	364.0	2238	1750	Reporting Point
PEABO	38.1502139	-97.3752722	266°	293.0	1945	2042	Reporting Point
KIRKE	38.0897528	-98.4014833	265°	90.0	1856	2131	Reporting Point
GCK	37.9190036	-100.7250086	262°	205.0	1651	2332	VOR-TAC (NAVAID)
KD45W	37.5	-104.0	259°	292.0	1359	2622	NRS-WAYPOINT
JASSE	36.0709806	-111.812725	248°	714.0	646	3332	WAYPOINT
GCN	35.9602778	-112.1461111	249°	32.0	614	3365	VOR-DME (NAVAID)
AREAF	35.608825	-113.2306833	248°	105.0	508	3470	WAY-PT
ESGEE	35.1334722	-114.6226778	247°	137.0	372	3607	WAY-PT
DNERO	35.0353167	-114.9045528	192°	28.0	344	3635	WAY-PT
DNERO	35.0353056	-114.9045556	242°	0.0	344	3635	Waypoint
SLLRS	34.7931944	-115.4606667	246°	57.0	287	3692	Waypoint
FLOJO	34.6334722	-115.8932778	246°	43.0	244	3736	Waypoint
SALYY	34.4168611	-116.4770278	244°	59.0	185	3795	Waypoint
GLESN	34.3347222	-116.6763889	244°	20.0	165	3815	Waypoint
ANJLL	34.2111944	-116.9827778	252°	31.0	135	3846	Waypoint
CAANN	34.1658056	-117.1505833	252°	16.0	119	3862	Waypoint
BOYEL	34.1053056	-117.37025	253°	21.0	97	3884	Waypoint
CRCUS	34.0731944	-117.4984444	260°	12.0	85	3896	Waypoint
KLAX	33.9424964	-118.4080486	NA	85.0	0	3979	Destination Airport
