name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KJFK	40.6399278	-73.7786925	231°	NA	3979	0	Origin Airport
RBV	40.2024022	-74.4950261	264°	78.0	3921	78	VOR-TAC (NAVAID)
COPES	40.1307139	-75.3767694	264°	75.0	3847	147	Reporting Point
BYRDD	40.0922028	-75.8186917	263°	38.0	3810	183	Reporting Point
SAAME	40.0310611	-76.4839972	263°	57.0	3754	239	Reporting Point
LARRI	39.9506472	-77.2983722	273°	70.0	3685	309	Reporting Point
BEETS	39.9557139	-77.449875	272°	13.0	3672	321	Reporting Point
VINSE	39.9711694	-77.9558889	272°	43.0	3629	362	Reporting Point
LEJOY	40.0033944	-79.4148917	271°	124.0	3504	483	Reporting Point
AIR	40.0170242	-80.8172289	257°	120.0	3384	601	VOR-DME (NAVAID)
KARYL	39.8662583	-81.6385139	259°	72.0	3315	673	Reporting Point
KI57Q	39.5	-84.0	262°	206.0	3112	879	NRS-WAYPOINT
BIGXX	39.3309611	-85.4974444	270°	130.0	2983	1009	Reporting Point
HLV	39.1136111	-92.1283333	276°	572.0	2411	1574	VOR-TAC (NAVAID)
YOJCO	39.1534361	-92.6609861	275°	46.0	2366	1618	Reporting Point
MCI	39.2852778	-94.7369444	273°	180.0	2190	1790	VOR-TAC (NAVAID)
GLD	39.3877778	-101.6922222	258°	599.0	1608	2374	VOR-TAC (NAVAID)
KD54W	39.0	-104.0	264°	204.0	1405	2578	NRS-WAYPOINT
BRK	38.9444444	-104.6333333	249°	55.0	1351	2632	VOR-DME (NAVAID)
YURVE	37.5948833	-108.74195	243°	389.0	962	3019	Reporting Point
ROOLL	36.4605361	-111.4819389	244°	274.0	689	3290	WAYPOINT
DNERO	35.0353056	-114.9045556	242°	348.0	344	3635	Waypoint
SLLRS	34.7931944	-115.4606667	246°	57.0	287	3692	Waypoint
FLOJO	34.6334722	-115.8932778	246°	43.0	244	3736	Waypoint
SALYY	34.4168611	-116.4770278	244°	59.0	185	3795	Waypoint
GLESN	34.3347222	-116.6763889	244°	20.0	165	3815	Waypoint
ANJLL	34.2111944	-116.9827778	252°	31.0	135	3846	Waypoint
CAANN	34.1658056	-117.1505833	252°	16.0	119	3862	Waypoint
BOYEL	34.1053056	-117.37025	253°	21.0	97	3884	Waypoint
CRCUS	34.0731944	-117.4984444	260°	12.0	85	3896	Waypoint
KLAX	33.9424964	-118.4080486	NA	85.0	0	3979	Destination Airport
