name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KJFK	40.6399278	-73.7786925	306°	NA	3979.0	0.0	Origin Airport
COATE	41.1362278	-74.6951667	300°	95.0	3898.0	95.0	Reporting Point
LAAYK	41.4757333	-75.4825861	291°	76.0	3831.0	171.0	Reporting Point
YYOST	41.5827167	-75.8558472	291°	33.0	3800.0	203.0	WAY-PT
DGRAF	41.6862556	-76.2225417	291°	33.0	3769.0	236.0	Reporting Point
MTCAF	41.7698167	-76.5223833	290°	27.0	3744.0	262.0	WAY-PT
REBBL	41.882675	-76.9327944	290°	36.0	3710.0	298.0	Reporting Point
REXXY	42.0110639	-77.4097139	290°	42.0	3671.0	340.0	WAY-PT
HERBA	42.2431361	-78.2744	289°	76.0	3600.0	415.0	WAY-PT
RAAKK	42.3997222	-78.9108333	293°	55.0	3548.0	470.0	WAY-PT
DERLO	43.0663889	-81.0952778	NA	193.0	3374.0	664.0	WAYPOINT
Q935	NA	NA	NA	NA	NA	NA	UNKNOWN
HOCKE	43.26205	-82.7106306	293°	NA	3246.0	794.0	WAYPOINT
MBL	44.2705556	-86.2541667	280°	306.0	2982.0	1100.0	VOR-DME (NAVAID)
IDIOM	44.505	-88.2991667	268°	165.0	2829.0	1264.0	WAYPOINT
WILDD	44.4279667	-90.6011806	275°	183.0	2650.0	1440.0	Reporting Point
KP87I	44.5	-92.0	263°	111.0	2547.0	1551.0	NRS-WAYPOINT
SCHEP	44.2472861	-94.4787917	251°	199.0	2352.0	1742.0	Reporting Point
FSD	43.6494444	-96.7811111	256°	196.0	2156.0	1921.0	VOR-TAC (NAVAID)
KD78A	43.0	-100.0	247°	270.0	1888.0	2182.0	NRS-WAYPOINT
KEEFF	42.4465028	-101.764075	247°	157.0	1732.0	2330.0	WAYPOINT
BFF	41.8941667	-103.4819444	243°	154.0	1578.0	2477.0	VOR-TAC (NAVAID)
EKR	40.0675	-107.925	236°	425.0	1153.0	2879.0	VOR-DME (NAVAID)
SAKES	38.833475	-110.2712556	234°	244.0	909.0	3108.0	Reporting Point
ROCCY	37.8282306	-111.9999556	227°	188.0	722.0	3284.0	WAYPOINT
LAKRR	36.0854778	-114.2858778	228°	281.0	445.0	3540.0	WAYPOINT
HAKMN	35.5078611	-115.0797222	227°	96.0	351.0	3630.0	Waypoint
SHTNR	35.1246944	-115.5778333	226°	62.0	291.0	3688.0	Waypoint
SMASH	34.7743333	-116.0238611	226°	56.0	238.0	3741.0	Waypoint
SALYY	34.4168611	-116.4770278	244°	58.0	185.0	3795.0	Waypoint
GLESN	34.3347222	-116.6763889	244°	20.0	165.0	3815.0	Waypoint
ANJLL	34.2111944	-116.9827778	252°	31.0	135.0	3846.0	Waypoint
CAANN	34.1658056	-117.1505833	252°	16.0	119.0	3862.0	Waypoint
BOYEL	34.1053056	-117.37025	253°	21.0	97.0	3884.0	Waypoint
CRCUS	34.0731944	-117.4984444	260°	12.0	85.0	3896.0	Waypoint
KLAX	33.9424964	-118.4080486	NA	85.0	0.0	3979.0	Destination Airport
