name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KJFK	40.6399278	-73.7786925	331°	NA	3979	0	Origin Airport
GAYEL	41.4066917	-74.3571444	300°	98.0	3925	98	Reporting Point
MSLIN	41.4918944	-74.5539667	300°	19.0	3909	115	Reporting Point
STOMP	41.5963278	-74.7966083	300°	23.0	3888	136	Reporting Point
BUFFY	41.9411083	-75.6126	299°	78.0	3819	211	Reporting Point
CFB	42.1574903	-76.1364717	293°	50.0	3776	259	VOR-DME (NAVAID)
VIEEW	42.4394639	-77.0259167	293°	80.0	3703	337	Reporting Point
KELIE	42.6603667	-77.7447361	291°	64.0	3644	399	Reporting Point
WOZEE	42.9337917	-78.7387889	294°	87.0	3564	484	WAY-PT
NOSIK	43.9833333	-82.1978614	287°	303.0	3296	786	WAYPOINT
WISCN	45.3054028	-89.464975	268°	594.0	2765	1376	WAYPOINT
GEP	45.1455556	-93.3730556	252°	307.0	2470	1670	VOR-TAC (NAVAID)
KD72W	42.0	-104.0	238°	925.0	1547	2518	NRS-WAYPOINT
EKR	40.0675	-107.925	229°	394.0	1153	2879	VOR-DME (NAVAID)
EDLES	38.6777278	-109.9407083	233°	232.0	924	3085	Reporting Point
PROMT	37.5018611	-111.8702611	234°	214.0	711	3285	WAY-PT
VERKN	37.3833472	-112.0726917	234°	22.0	689	3306	WAY-PT
GARDD	37.0535861	-112.6317722	233°	62.0	627	3365	WAY-PT
NOOTN	36.6257306	-113.3445139	235°	79.0	548	3440	Reporting Point
LAKRR	36.0854778	-114.2858778	228°	104.0	445	3540	WAY-PT
ZZYZX	35.6648667	-114.865275	228°	70.0	376	3606	WAY-PT
HAKMN	35.5078639	-115.0797333	107°	26.0	351	3630	WAY-PT
HAKMN	35.5078611	-115.0797222	227°	0.0	351	3630	Waypoint
SHTNR	35.1246944	-115.5778333	226°	62.0	291	3688	Waypoint
SMASH	34.7743333	-116.0238611	226°	56.0	238	3741	Waypoint
SALYY	34.4168611	-116.4770278	244°	58.0	185	3795	Waypoint
GLESN	34.3347222	-116.6763889	244°	20.0	165	3815	Waypoint
ANJLL	34.2111944	-116.9827778	252°	31.0	135	3846	Waypoint
CAANN	34.1658056	-117.1505833	252°	16.0	119	3862	Waypoint
BOYEL	34.1053056	-117.37025	253°	21.0	97	3884	Waypoint
CRCUS	34.0731944	-117.4984444	260°	12.0	85	3896	Waypoint
KLAX	33.9424964	-118.4080486	NA	85.0	0	3979	Destination Airport
