name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KJFK	40.6399278	-73.7786925	306°	NA	3979	0	Origin Airport
COATE	41.1362278	-74.6951667	300°	95.0	3898	95	Reporting Point
LAAYK	41.4757333	-75.4825861	291°	76.0	3831	171	Reporting Point
YYOST	41.5827167	-75.8558472	291°	33.0	3800	203	WAY-PT
DGRAF	41.6862556	-76.2225417	291°	33.0	3769	236	Reporting Point
MTCAF	41.7698167	-76.5223833	290°	27.0	3744	262	WAY-PT
REBBL	41.882675	-76.9327944	290°	36.0	3710	298	Reporting Point
REXXY	42.0110639	-77.4097139	290°	42.0	3671	340	WAY-PT
HERBA	42.2431361	-78.2744	265°	76.0	3600	415	WAY-PT
JHW	42.1886069	-79.1213078	275°	70.0	3530	478	VOR-DME (NAVAID)
BEWEL	42.2889667	-80.7451361	274°	134.0	3396	609	Reporting Point
NA	42.3837361	-82.8178583	273°	171.0	3227	778	Computer Nav Fix
SVM	42.4086406	-83.5939017	268°	64.0	3164	841	VOR-TAC (NAVAID)
OBK	42.2213889	-87.9516667	256°	359.0	2806	1194	VOR-DME (NAVAID)
ZELMI	41.61815	-91.0310194	265°	264.0	2543	1448	Reporting Point
SINGR	41.4685556	-92.9655861	267°	162.0	2381	1610	Reporting Point
DSM	41.4375	-93.6486111	261°	57.0	2325	1667	VOR-TAC (NAVAID)
OVR	41.1672222	-95.7369444	257°	177.0	2148	1843	VOR-TAC (NAVAID)
MCK	40.2038889	-100.5941667	252°	424.0	1725	2264	VOR-DME (NAVAID)
QUAIL	39.2607806	-104.1248944	249°	320.0	1405	2581	Reporting Point
KD48S	38.0	-108.0	244°	365.0	1040	2943	NRS-WAYPOINT
PGS	35.6247222	-113.5444444	242°	560.0	482	3496	VOR-DME (NAVAID)
DNERO	35.0353056	-114.9045556	242°	140.0	344	3635	Waypoint
SLLRS	34.7931944	-115.4606667	246°	57.0	287	3692	Waypoint
FLOJO	34.6334722	-115.8932778	246°	43.0	244	3736	Waypoint
SALYY	34.4168611	-116.4770278	244°	59.0	185	3795	Waypoint
GLESN	34.3347222	-116.6763889	244°	20.0	165	3815	Waypoint
ANJLL	34.2111944	-116.9827778	252°	31.0	135	3846	Waypoint
CAANN	34.1658056	-117.1505833	252°	16.0	119	3862	Waypoint
BOYEL	34.1053056	-117.37025	253°	21.0	97	3884	Waypoint
CRCUS	34.0731944	-117.4984444	260°	12.0	85	3896	Waypoint
KLAX	33.9424964	-118.4080486	NA	85.0	0	3979	Destination Airport
