name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KJFK	40.6399278	-73.7786925	231°	NA	3979	0	Origin Airport
RBV	40.2024022	-74.4950261	264°	78.0	3921	78	VOR-TAC (NAVAID)
COPES	40.1307139	-75.3767694	264°	75.0	3847	147	Reporting Point
BYRDD	40.0922028	-75.8186917	263°	38.0	3810	183	Reporting Point
SAAME	40.0310611	-76.4839972	276°	57.0	3754	239	Reporting Point
BRNAN	40.1352778	-77.8351944	271°	116.0	3638	348	WAY-PT
PSYKO	40.1436111	-79.1536111	272°	112.0	3526	459	WAY-PT
BUBAA	40.1741667	-80.9713889	269°	155.0	3371	612	WAY-PT
HIDON	40.1666667	-81.6241667	269°	56.0	3316	667	WAY-PT
APE	40.1511111	-82.5883333	269°	82.0	3234	749	VOR-TAC (NAVAID)
MACES	40.0036806	-86.72295	263°	353.0	2881	1100	Reporting Point
JAAVE	39.840525	-88.2547222	258°	132.0	2749	1232	WAYPOINT
FARMR	39.4090639	-90.739775	269°	218.0	2533	1450	Reporting Point
MCI	39.2852778	-94.7369444	265°	344.0	2190	1790	VOR-TAC (NAVAID)
KK54C	39.0	-98.0	259°	283.0	1907	2072	NRS-WAYPOINT
RYLIE	38.3373111	-101.8274778	254°	341.0	1566	2413	Reporting Point
KINGO	37.9240583	-103.6090056	252°	163.0	1404	2576	Reporting Point
ALS	37.3491667	-105.8155556	256°	205.0	1199	2780	VOR-TAC (NAVAID)
TBC	36.1213889	-111.2697222	251°	505.0	694	3285	VOR-TAC (NAVAID)
DNERO	35.0353056	-114.9045556	242°	351.0	344	3635	Waypoint
SLLRS	34.7931944	-115.4606667	246°	57.0	287	3692	Waypoint
FLOJO	34.6334722	-115.8932778	246°	43.0	244	3736	Waypoint
SALYY	34.4168611	-116.4770278	244°	59.0	185	3795	Waypoint
GLESN	34.3347222	-116.6763889	244°	20.0	165	3815	Waypoint
ANJLL	34.2111944	-116.9827778	252°	31.0	135	3846	Waypoint
CAANN	34.1658056	-117.1505833	252°	16.0	119	3862	Waypoint
BOYEL	34.1053056	-117.37025	253°	21.0	97	3884	Waypoint
CRCUS	34.0731944	-117.4984444	260°	12.0	85	3896	Waypoint
KLAX	33.9424964	-118.4080486	NA	85.0	0	3979	Destination Airport
