name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KLAX	33.9424964	-118.4080486	271°	NA	3979	0	Origin Airport
DLREY	33.9436944	-118.4651389	268°	5.0	3983	5	Waypoint
ENNEY	33.9424722	-118.5057778	265°	4.0	3987	9	Waypoint
NAANC	33.9316667	-118.6438889	177°	13.0	3999	22	Waypoint
HAYNK	33.8405833	-118.6373056	146°	10.0	4003	24	Waypoint
PEVEE	33.6972222	-118.5208333	110°	19.0	3999	29	Waypoint
HOLTZ	33.6445556	-118.343	90°	17.0	3987	34	Waypoint
DOTSS	33.6441111	-117.7952778	77°	51.0	3941	66	Waypoint
EYEDL	33.7513611	-117.2336389	91°	53.0	3888	111	Waypoint
HOMER	33.7460556	-116.9738889	91°	24.0	3867	134	Waypoint
CLEEE	33.7233889	-116.0733056	71°	83.0	3792	217	Waypoint
PKE	34.1019728	-114.6820664	84°	135.0	3657	344	VOR-TAC (NAVAID)
NICKT	34.1488972	-114.0824528	86°	56.0	3604	400	WAY-PT
ONM	34.3388889	-106.8205556	88°	668.0	2983	1068	VOR-TAC (NAVAID)
CNX	34.3669444	-105.6780556	91°	105.0	2885	1173	VOR-TAC (NAVAID)
GANJA	34.2041889	-100.2545278	80°	499.0	2437	1672	Reporting Point
KF27C	34.5	-98.0	77°	210.0	2235	1876	NRS-WAYPOINT
SSLID	34.9888139	-95.3120361	81°	252.0	1989	2118	WAYPOINT
HAAWK	35.2673778	-93.1241667	73°	202.0	1796	2315	Reporting Point
ECIGE	35.5647778	-91.9023167	72°	116.0	1681	2424	WAYPOINT
VISQA	36.2904139	-89.0350861	72°	271.0	1413	2677	Reporting Point
BWG	36.9286111	-86.4433333	73°	242.0	1173	2904	DME
JEDER	37.32515	-84.7539361	80°	156.0	1018	3052	WAYPOINT
BKW	37.7802778	-81.1233333	76°	324.0	709	3368	VOR-DME (NAVAID)
HAFNR	38.39735	-77.566375	71°	319.0	410	3673	Reporting Point
SIE	39.0955	-74.8003333	40°	252.0	193	3905	VOR-TAC (NAVAID)
BOTON	39.4144722	-74.45475	40°	46.0	148	3932	Reporting Point
HOGGS	39.5828611	-74.2705833	40°	25.0	125	3946	Reporting Point
PANZE	39.676	-74.1681944	40°	14.0	112	3954	Reporting Point
KARRS	39.8408611	-73.986	28°	24.0	91	3968	Reporting Point
GAMBY	40.0061667	-73.8689722	29°	21.0	71	3976	Reporting Point
CAMRN	40.0173056	-73.8610556	6°	1.0	70	3977	Reporting Point
KJFK	40.6399278	-73.7786925	NA	70.0	0	3979	Destination Airport
