name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KLGA	40.77725	-73.8726111	300°	NA	1179	0	Origin Airport
COATE	41.1362278	-74.6951667	300°	80.0	1103	80	Reporting Point
LAAYK	41.4757333	-75.4825861	291°	76.0	1033	156	Reporting Point
YYOST	41.5827167	-75.8558472	291°	33.0	1001	189	WAY-PT
DGRAF	41.6862556	-76.2225417	291°	33.0	969	221	Reporting Point
MTCAF	41.7698167	-76.5223833	290°	27.0	943	248	WAY-PT
REBBL	41.882675	-76.9327944	290°	36.0	908	284	Reporting Point
REXXY	42.0110639	-77.4097139	290°	42.0	868	326	WAY-PT
HERBA	42.2431361	-78.2744	289°	76.0	796	402	WAY-PT
RAAKK	42.3997222	-78.9108333	275°	55.0	743	457	WAY-PT
NA	42.4622056	-79.9022139	277°	82.0	662	536	Computer Nav Fix
NA	42.6590556	-82.5103167	278°	215.0	451	747	Computer Nav Fix
RRONS	42.6836972	-82.7494944	278°	20.0	432	767	WAY-PT
BOOTT	42.7106111	-83.0187306	279°	22.0	410	789	WAY-PT
DIXSN	42.8123139	-83.9080611	279°	74.0	342	863	WAY-PT
EMMMA	42.8844333	-84.5806667	360°	55.0	291	918	Reporting Point
EMMMA	42.8844444	-84.5806667	262°	0.0	291	918	Reporting Point
LTOUR	42.8493611	-84.9183056	262°	28.0	264	944	Waypoint
VIO	42.7867222	-85.4970833	256°	48.0	218	990	VOR-DME (NAVAID)
DITCA	42.7473611	-85.7166944	256°	18.0	200	1007	Waypoint
WLTER	42.6865	-86.0510833	256°	28.0	172	1033	Reporting Point
RHIVR	42.6459444	-86.2706111	256°	19.0	154	1050	Waypoint
PAITN	42.5610278	-86.7226111	250°	38.0	117	1086	Reporting Point
WYNDE	42.45575	-87.1101667	250°	34.0	85	1116	Waypoint
FIYER	42.3977778	-87.3211667	250°	18.0	67	1133	Waypoint
ERNNY	42.3387222	-87.5341944	218°	19.0	51	1150	Waypoint
PAPPI	42.2699722	-87.6071944	218°	10.0	41	1155	Reporting Point
TUBEZ	42.1809167	-87.7008056	218°	13.0	28	1162	Waypoint
VULCN	42.09175	-87.7941667	270°	13.0	16	1170	Waypoint
KURKK	42.0918333	-88.0271944	270°	19.0	16	1189	Waypoint
BAMBB	42.0909722	-88.2753611	113°	21.0	33	1209	Waypoint
KORD	41.9769403	-87.9081497	NA	33.0	0	1179	Destination Airport
