name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
MYNN	25.038958	-77.466231	27°	NA	1783.0	0.0	Origin Airport
INGRA	25.4654306	-77.2223333	25°	53.0	1732.0	53.0	Reporting Point
ELBOW	26.4261722	-76.7265083	307°	118.0	1619.0	171.0	Reporting Point
ANGLL	27.0	-77.5694444	357°	105.0	1571.0	219.0	Reporting Point
NUCAR	28.1260278	-77.633	NA	126.0	1450.0	344.0	Reporting Point
Y307	NA	NA	NA	NA	NA	NA	UNKNOWN
JAZZI	31.8917194	-77.8637778	357°	NA	1052.0	764.0	WAYPOINT
GARIC	33.8763444	-77.9815722	11°	221.0	850.0	985.0	WAYPOINT
ILM	34.3516483	-77.8743803	11°	54.0	797.0	1037.0	VOR-TAC (NAVAID)
HPW	37.32887	-77.1159436	30°	338.0	475.0	1368.0	VOR-TAC (NAVAID)
HUBBS	37.9618833	-76.6459833	31°	82.0	394.0	1441.0	Reporting Point
PXT	38.2878611	-76.4002222	36°	42.0	352.0	1478.0	VOR-TAC (NAVAID)
GARED	38.6945556	-76.0227778	36°	56.0	296.0	1526.0	Reporting Point
RIDGY	38.9429722	-75.7898056	36°	34.0	262.0	1556.0	Reporting Point
ENO	39.2316389	-75.5159722	34°	40.0	222.0	1590.0	VOR-TAC (NAVAID)
SKIPY	39.50625	-75.2718333	36°	37.0	185.0	1623.0	Reporting Point
BESSI	39.6763333	-75.1123611	33°	23.0	162.0	1644.0	Reporting Point
EDJER	39.8487222	-74.9638889	35°	23.0	139.0	1665.0	Reporting Point
DAVYS	39.9223889	-74.8971667	48°	10.0	129.0	1674.0	Reporting Point
HOLEY	39.9715833	-74.8268889	48°	8.0	121.0	1680.0	Reporting Point
BRAND	40.0350833	-74.7359722	48°	10.0	110.0	1689.0	Reporting Point
KORRY	40.0938333	-74.6515556	48°	10.0	101.0	1696.0	Reporting Point
RBV	40.2023889	-74.4950278	44°	18.0	83.0	1710.0	VOR-TAC (NAVAID)
TYKES	40.2895556	-74.3850278	44°	13.0	69.0	1722.0	Reporting Point
MINKS	40.3748611	-74.2769722	44°	13.0	56.0	1733.0	Reporting Point
RENUE	40.5185278	-74.0940833	33°	22.0	34.0	1751.0	Reporting Point
APPLE	40.5561389	-74.06225	33°	5.0	29.0	1756.0	Reporting Point
PROUD	40.6298056	-73.99975	33°	10.0	20.0	1765.0	Reporting Point
KLGA	40.77725	-73.8726111	NA	20.0	0.0	1783.0	Destination Airport
