name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KPVD	41.7223333	-71.4277222	307°	NA	573	0	Origin Airport
PUT	41.9555556	-71.8441667	269°	43.0	559	43	VOR-DME (NAVAID)
NELIE	41.9410111	-72.6885778	226°	70.0	504	107	Reporting Point
GREKI	41.4800083	-73.3141611	226°	73.0	431	159	Reporting Point
BIZEX	41.2841278	-73.5806111	360°	31.0	400	186	WAY-PT
BIZEX	41.2841278	-73.5806111	231°	0.0	400	186	WAY-PT
FARLE	41.1526278	-73.7968111	232°	23.0	377	208	Reporting Point
JERSY	40.7913861	-74.3994444	231°	65.0	312	269	WAY-PT
SBJ	40.5830442	-74.7417914	227°	37.0	275	305	VOR-DME (NAVAID)
BIGGY	40.4196167	-74.9727028	227°	27.0	249	331	Reporting Point
COPES	40.1307139	-75.3767694	227°	47.0	202	376	Reporting Point
MXE	39.91805	-75.6708214	302°	34.0	167	410	VOR-TAC (NAVAID)
MXE	39.9180556	-75.6708333	236°	0.0	167	410	VOR-TAC (NAVAID)
NUGGY	39.7429444	-76.0061667	236°	35.0	133	445	Reporting Point
TROYZ	39.684	-76.11825	236°	12.0	122	456	Reporting Point
BELAY	39.5876944	-76.3005556	214°	19.0	104	475	Reporting Point
TRISH	39.5034444	-76.3738889	214°	11.0	92	485	Reporting Point
CLIPR	39.4481111	-76.4219722	214°	7.0	85	492	Reporting Point
BAL	39.1710556	-76.66125	223°	37.0	48	526	VOR-TAC (NAVAID)
EYESS	38.9718889	-76.8968889	219°	30.0	18	556	Waypoint
BRUNC	38.9308056	-76.9400556	181°	6.0	12	561	Waypoint
FELTY	38.7795	-76.9446667	176°	17.0	11	572	Waypoint
HITEK	38.6886111	-76.9358333	176°	10.0	20	577	Waypoint
CAVDI	38.4259444	-76.9120833	347°	29.0	49	594	Waypoint
KDCA	38.8514403	-77.0377214	NA	49.0	0	573	Destination Airport
