name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KPVD	41.7223333	-71.4277222	166°	NA	573	0	Origin Airport
JUMPR	41.1709278	-71.2470833	245°	63.0	557	63	Reporting Point
RIFLE	40.69005	-72.5819139	221°	124.0	433	150	Reporting Point
GEDIC	40.1461389	-73.2019417	221°	80.0	360	230	Reporting Point
EMJAY	40.093025	-73.2617528	221°	8.0	353	238	Reporting Point
YAZUU	39.41245	-74.0170972	220°	100.0	268	338	Reporting Point
ZIZZI	38.9406833	-74.5289667	256°	69.0	218	406	Reporting Point
ATR	38.8097222	-75.2113889	266°	61.0	158	456	VOR-DME (NAVAID)
LAFLN	38.7909444	-75.51325	265°	26.0	132	476	Reporting Point
BILIT	38.7543889	-76.066	277°	48.0	85	514	Reporting Point
DEALE	38.79775	-76.5334167	271°	41.0	44	542	Reporting Point
YUCKK	38.7989722	-76.7080278	255°	15.0	29	554	Waypoint
TIRZA	38.7693333	-76.8516944	219°	13.0	19	566	Waypoint
HITEK	38.6886111	-76.9358333	176°	12.0	20	577	Waypoint
MITEY	38.6220556	-76.9298056	340°	7.0	27	581	Waypoint
KDCA	38.8514403	-77.0377214	NA	27.0	0	573	Destination Airport
