name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KLAX	33.9424964	-118.4080486	274°	NA	3979	0	Origin Airport
FABRA	33.9456389	-118.4649722	127°	5.0	3983	5	Waypoint
KLIPR	33.9295	-118.4387778	56°	3.0	3982	3	Waypoint
KEGGS	34.0084444	-118.2995833	56°	16.0	3966	12	Waypoint
COOPP	34.1211389	-118.1005278	56°	22.0	3945	35	Waypoint
ORCKA	34.3497222	-117.6931389	54°	45.0	3900	80	Waypoint
NNAVY	34.9196389	-116.7280278	47°	109.0	3794	189	Waypoint
BLAZN	35.632	-115.7794722	48°	117.0	3684	305	Waypoint
LAS	36.0796944	-115.1598056	55°	75.0	3614	380	VOR-TAC (NAVAID)
BAWER	37.6351889	-112.2794139	57°	309.0	3314	689	WAYPOINT
HVE	38.4169444	-110.6997222	75°	164.0	3156	853	VOR-TAC (NAVAID)
BUGGG	38.6550861	-109.4966694	81°	108.0	3048	955	WAYPOINT
HAQHY	38.8200528	-108.0886167	71°	124.0	2926	1071	Reporting Point
FQF	39.6902778	-104.6211111	80°	314.0	2612	1383	VOR-TAC (NAVAID)
BELKE	40.0229389	-102.008525	80°	226.0	2386	1604	Reporting Point
MCK	40.2038889	-100.5941667	78°	122.0	2264	1725	VOR-DME (NAVAID)
KAWWA	40.4306167	-99.1652389	77°	124.0	2140	1848	WAYPOINT
IOW	41.5188889	-91.6133333	82°	646.0	1497	2493	VOR-DME (NAVAID)
PIGGG	41.7515722	-89.1614361	82°	206.0	1293	2698	WAYPOINT
MONKZ	41.8843306	-87.8017972	84°	114.0	1180	2812	WAYPOINT
UNBAR	42.0483806	-85.2130917	89°	215.0	968	3027	Reporting Point
CRL	42.0480267	-83.4575731	86°	145.0	823	3171	VOR-DME (NAVAID)
NA	42.0638111	-83.1421278	86°	26.0	798	3197	Computer Nav Fix
NA	42.1350694	-81.4055917	87°	144.0	658	3341	Computer Nav Fix
COHOW	42.1566361	-80.6941417	88°	59.0	601	3400	Reporting Point
SURLY	42.163125	-80.4463056	88°	20.0	582	3420	Reporting Point
JHW	42.1886069	-79.1213078	360°	109.0	478	3530	VOR-DME (NAVAID)
JHW	42.1886069	-79.1213078	109°	0.0	478	3530	VOR-DME (NAVAID)
HOXIE	41.8650111	-77.8526056	109°	111.0	367	3634	Reporting Point
DMACK	41.7857583	-77.5519222	110°	26.0	341	3659	Reporting Point
STENT	41.6790472	-77.1527556	110°	35.0	305	3692	Reporting Point
MAGIO	41.5273833	-76.5964944	110°	49.0	256	3738	Reporting Point
LVZ	41.2727989	-75.6894661	326°	81.0	175	3815	VOR-TAC (NAVAID)
LVZ	41.2728056	-75.6894722	114°	0.0	175	3815	VOR-TAC (NAVAID)
JENNO	41.1529167	-75.3314167	114°	33.0	143	3845	Reporting Point
HARTY	41.0711944	-75.0898889	114°	22.0	120	3866	Reporting Point
STW	40.9958333	-74.8690278	98°	20.0	100	3885	VOR-DME (NAVAID)
LENDY	40.9148333	-74.13525	123°	62.0	43	3947	Reporting Point
LGA	40.7837222	-73.8686111	155°	27.0	18	3970	VOR-DME (NAVAID)
KJFK	40.6399278	-73.7786925	NA	18.0	0	3979	Destination Airport
