name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KSFO	37.6188056	-122.3754167	10°	NA	544	0	Origin Airport
SSTIK	37.6783333	-122.3616667	205°	7.0	548	7	Waypoint
PORTE	37.4897778	-122.4745833	133°	23.0	539	17	Reporting Point
SUSEY	36.4324722	-121.0633333	131°	172.0	368	176	Waypoint
EBAYE	35.8687194	-120.2605583	149°	96.0	273	271	WAYPOINT
BURGL	35.6660278	-120.10775	148°	26.0	247	297	Waypoint
DOUIT	35.2888611	-119.82425	143°	49.0	198	346	Waypoint
CROWY	34.9151111	-119.4761667	144°	52.0	146	398	Waypoint
MUPTT	34.7498889	-119.3283889	144°	23.0	123	421	Waypoint
MDOTS	34.65175	-119.2426111	145°	13.0	110	434	Waypoint
GRIPR	34.5640556	-119.1669722	144°	12.0	98	446	Waypoint
BIKNG	34.4426667	-119.0595556	144°	17.0	82	463	Waypoint
RUNNN	34.3429444	-118.9731944	143°	14.0	69	476	Waypoint
IRNMN	34.2557222	-118.8940556	143°	12.0	57	488	Waypoint
SYMON	34.1650833	-118.8108333	138°	13.0	45	501	Reporting Point
BAYST	34.0296389	-118.6636667	96°	20.0	26	521	Reporting Point
JUUSE	34.0193333	-118.5540833	96°	10.0	16	529	Waypoint
CLIFY	34.0101667	-118.4571111	78°	9.0	9	535	Waypoint
DAHJR	34.0271667	-118.3583889	83°	9.0	10	540	Waypoint
GADDO	34.03325	-118.2986944	225°	6.0	14	543	Waypoint
KLAX	33.9424964	-118.4080486	NA	14.0	0	544	Destination Airport
