name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KMIA	25.7953611	-80.2901158	85°	NA	1932	0	Origin Airport
CSALT	25.8065	-80.1606389	2°	13.0	1935	13	Waypoint
DEALZ	25.8940278	-80.1573333	343°	10.0	1926	17	Waypoint
LIIVV	25.9883056	-80.1901389	355°	11.0	1915	24	Waypoint
FARRY	26.1955833	-80.2115278	355°	23.0	1893	45	Waypoint
AGERS	26.3767222	-80.22775	355°	20.0	1873	65	Waypoint
PERTS	26.5618056	-80.2467778	352°	21.0	1853	85	Reporting Point
ALTNN	26.70675	-80.2709167	340°	16.0	1837	101	Reporting Point
MMART	26.9393611	-80.3682222	340°	28.0	1809	128	Waypoint
ENWOD	27.0908889	-80.4293333	339°	18.0	1792	145	Waypoint
SEAZY	27.3649722	-80.5504722	341°	33.0	1759	177	Waypoint
DUCEN	29.2760556	-81.3231111	311°	226.0	1533	401	Waypoint
DUCEN	29.2760639	-81.3231222	357°	0.0	1533	401	WAY-PT
OVENP	30.1345583	-81.3739583	357°	96.0	1442	495	WAY-PT
FEMON	30.4587694	-81.3933889	357°	36.0	1408	530	WAY-PT
VIYAP	31.2522639	-81.4356056	360°	88.0	1326	618	WAY-PT
VIYAP	31.2522639	-81.4356056	359°	0.0	1326	618	WAY-PT
OLBEC	31.4757917	-81.438225	19°	25.0	1303	642	WAY-PT
ISUZO	31.9632917	-81.2374417	2°	58.0	1262	693	WAY-PT
GURGE	32.4839611	-81.2115222	360°	58.0	1211	750	WAY-PT
GURGE	32.4839611	-81.2115222	348°	0.0	1211	750	WAY-PT
FISHO	33.2795139	-81.4120889	354°	91.0	1124	840	WAY-PT
QUIWE	33.9515444	-81.5022028	349°	75.0	1055	915	WAY-PT
JEPEX	34.9748333	-81.7375306	349°	116.0	946	1031	WAY-PT
BENBY	35.748525	-81.9213	333°	88.0	866	1119	WAY-PT
DOOGE	36.8108139	-82.587325	322°	132.0	735	1245	WAY-PT
HAPKI	37.0821472	-82.8507278	320°	38.0	696	1280	WAY-PT
TONIO	37.2542222	-83.0298694	322°	25.0	672	1302	WAY-PT
OCASE	38.3997361	-84.1848111	323°	163.0	509	1450	WAY-PT
HEVAN	39.3524611	-85.1296389	340°	134.0	375	1575	WAY-PT
BONNT	40.4936389	-85.6793889	344°	135.0	249	1711	Waypoint
NYLEN	40.8666667	-85.8166667	293°	43.0	214	1754	Waypoint
VEECK	41.1252778	-86.6191667	299°	73.0	143	1804	Waypoint
BOONE	41.36375	-87.1921389	318°	55.0	91	1846	Reporting Point
HANNI	41.5031667	-87.3589722	326°	21.0	70	1865	Waypoint
CLUSO	41.6547222	-87.4948889	320°	20.0	50	1885	Waypoint
KAYTO	41.7321667	-87.5830278	320°	11.0	38	1896	Waypoint
PINKK	41.83175	-87.6946111	344°	14.0	24	1910	Waypoint
VULCN	42.09175	-87.7941667	270°	30.0	16	1940	Waypoint
KURKK	42.0918333	-88.0271944	270°	19.0	16	1948	Waypoint
BAMBB	42.0909722	-88.2753611	113°	21.0	33	1956	Waypoint
KORD	41.9769403	-87.9081497	NA	33.0	0	1932	Destination Airport
