name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KMIA	25.7953611	-80.2901158	278°	NA	1932	0	Origin Airport
KROCS	25.8079167	-80.3929722	310°	10.0	1927	10	Waypoint
RUSSS	25.84775	-80.4451667	336°	7.0	1921	17	Waypoint
JOENZ	26.4029167	-80.7200556	313°	68.0	1854	80	Waypoint
HURCN	26.5081667	-80.8472778	321°	17.0	1839	97	Reporting Point
BLAAK	27.0442778	-81.3366111	331°	77.0	1767	174	Waypoint
PYROS	27.3374167	-81.5229444	338°	37.0	1730	211	Waypoint
KPASA	28.1761111	-81.9075	360°	101.0	1630	310	Waypoint
KPASA	28.1761111	-81.9075	325°	0.0	1630	310	WAY-PT
JINOS	28.4794444	-82.1477778	360°	41.0	1590	351	WAY-PT
JINOS	28.4794444	-82.1477778	325°	0.0	1590	351	WAY-PT
BRUTS	29.5161111	-82.9825	338°	141.0	1456	492	WAY-PT
JAMIZ	30.2296972	-83.3243833	337°	86.0	1371	577	WAY-PT
JOHNN	31.5230389	-83.957375	349°	156.0	1215	731	WAY-PT
THRSR	33.6292389	-84.4351	350°	239.0	978	959	WAY-PT
KAILL	34.0297806	-84.5233833	355°	45.0	933	1003	WAY-PT
GLAZR	36.4224389	-84.7803583	1°	267.0	674	1258	WAY-PT
JEDER	37.32515	-84.7539361	1°	101.0	584	1351	WAY-PT
HELUB	37.7152333	-84.7411972	1°	43.0	546	1392	WAY-PT
VOSTK	38.4710722	-84.7176611	340°	84.0	475	1471	WAY-PT
ROYYZ	38.9413694	-84.9361639	360°	56.0	421	1527	WAY-PT
ROYYZ	38.9413694	-84.9361639	340°	0.0	421	1527	WAY-PT
HEVAN	39.3524611	-85.1296389	340°	49.0	375	1575	WAY-PT
BONNT	40.4936389	-85.6793889	344°	135.0	249	1711	Waypoint
NYLEN	40.8666667	-85.8166667	293°	43.0	214	1754	Waypoint
VEECK	41.1252778	-86.6191667	299°	73.0	143	1804	Waypoint
BOONE	41.36375	-87.1921389	318°	55.0	91	1846	Reporting Point
HANNI	41.5031667	-87.3589722	326°	21.0	70	1865	Waypoint
CLUSO	41.6547222	-87.4948889	320°	20.0	50	1885	Waypoint
KAYTO	41.7321667	-87.5830278	320°	11.0	38	1896	Waypoint
PINKK	41.83175	-87.6946111	344°	14.0	24	1910	Waypoint
VULCN	42.09175	-87.7941667	270°	30.0	16	1940	Waypoint
KURKK	42.0918333	-88.0271944	270°	19.0	16	1948	Waypoint
BAMBB	42.0909722	-88.2753611	113°	21.0	33	1956	Waypoint
KORD	41.9769403	-87.9081497	NA	33.0	0	1932	Destination Airport
