name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KMSY	29.9932778	-90.2590278	255°	NA	490	0	Origin Airport
JEPEG	29.4566389	-92.4578056	273°	221.0	285	221	Reporting Point
GIRLY	29.4848333	-93.0773333	273°	60.0	226	278	Reporting Point
BBQUE	29.5175556	-93.9525	272°	85.0	144	361	Waypoint
LINKK	29.5291389	-94.2961111	296°	33.0	113	394	Waypoint
NNCEE	29.6174444	-94.5020556	296°	22.0	91	412	Waypoint
KONZZ	29.7126667	-94.7245	296°	24.0	67	432	Waypoint
BEDLM	29.7712222	-94.8621667	296°	15.0	52	445	Waypoint
CHKEN	29.8742778	-95.1056389	283°	26.0	26	468	Waypoint
PRAYY	29.8914722	-95.1909444	322°	8.0	18	476	Waypoint
GOVVV	30.0924722	-95.37025	270°	28.0	12	493	Waypoint
CASST	30.0925833	-95.4645833	135°	9.0	17	502	Waypoint
KIAH	29.9844353	-95.3414425	NA	17.0	0	490	Destination Airport
