name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KORD	41.9769403	-87.9081497	93°	NA	1179	0	Origin Airport
MOBLE	41.9455556	-87.0633333	89°	70.0	1109	70	WAYPOINT
ADIME	41.95635	-86.2143083	97°	70.0	1038	140	Reporting Point
GERBS	41.7777389	-84.4250556	90°	150.0	889	290	Reporting Point
IDEAS	41.7714389	-83.5518222	97°	72.0	817	362	Reporting Point
WOOST	41.6957833	-82.7891861	98°	64.0	753	426	Reporting Point
CXR	41.5169281	-81.1631858	97°	137.0	616	562	VOR-DME (NAVAID)
TEESY	41.4211056	-80.1118194	97°	88.0	528	651	Reporting Point
MIGET	41.2945639	-78.8643028	98°	105.0	423	756	Reporting Point
WEVEL	41.2503222	-78.4580778	360°	34.0	389	790	Reporting Point
WEVEL	41.2503222	-78.4580778	98°	0.0	389	790	Reporting Point
ETG	41.2149497	-78.1427564	138°	27.0	362	817	VOR-TAC (NAVAID)
ETG	41.2149444	-78.14275	98°	0.0	362	817	VOR-TAC (NAVAID)
SWISS	41.1285278	-77.3871667	101°	64.0	298	881	Reporting Point
WATSO	41.0461944	-76.8333611	100°	47.0	251	928	Reporting Point
MIP	41.0233889	-76.6652778	108°	14.0	237	943	VOR-TAC (NAVAID)
MARRC	40.9188889	-76.2317222	108°	38.0	199	981	Reporting Point
BILEY	40.7995833	-75.7464722	108°	43.0	158	1023	Reporting Point
VIBES	40.7632222	-75.6005278	108°	13.0	146	1036	Reporting Point
FJC	40.7266944	-75.45475	105°	13.0	134	1049	VOR-TAC (NAVAID)
LIZZI	40.6656667	-75.1488056	133°	27.0	108	1076	Reporting Point
BEUTY	40.5691944	-75.0114722	111°	16.0	99	1089	Reporting Point
HARLM	40.49075	-74.7490833	112°	24.0	81	1113	Reporting Point
DREMS	40.4278889	-74.54075	70°	19.0	69	1132	Reporting Point
APPLE	40.5561389	-74.06225	33°	43.0	29	1168	Reporting Point
TICKL	40.5680833	-74.0521389	33°	2.0	28	1168	Reporting Point
PROUD	40.6298056	-73.99975	33°	8.0	20	1171	Reporting Point
KLGA	40.77725	-73.8726111	NA	20.0	0	1179	Destination Airport
