name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KCLT	35.21375	-80.9490556	182°	NA	1773.0	0.0	Origin Airport
GILFN	34.7956111	-80.9670556	181°	47.0	1726.0	47.0	Waypoint
ICONS	34.6207778	-80.9725833	184°	19.0	1707.0	66.0	Waypoint
NOOKS	33.9822222	-81.0322222	180°	71.0	1636.0	137.0	Waypoint
WURFL	32.5296083	-81.0189083	181°	162.0	1474.0	299.0	WAY-PT
KONEY	32.2837833	-81.023275	181°	27.0	1447.0	326.0	WAY-PT
TAALN	31.9989389	-81.0283083	181°	32.0	1415.0	358.0	WAY-PT
ROYCO	31.5862167	-81.0395694	183°	46.0	1369.0	404.0	WAY-PT
JEVED	31.2507222	-81.06115	360°	37.0	1331.0	441.0	WAY-PT
JEVED	31.2507222	-81.06115	181°	0.0	1331.0	441.0	WAY-PT
WOPNR	30.626675	-81.0740111	360°	69.0	1262.0	511.0	WAY-PT
WOPNR	30.626675	-81.0740111	183°	0.0	1262.0	511.0	WAY-PT
PRMUS	29.8182417	-81.1224278	180°	90.0	1172.0	601.0	WAY-PT
KENLL	29.5745417	-81.1236833	182°	27.0	1145.0	628.0	WAY-PT
DEBRL	29.2968694	-81.1341333	159°	31.0	1114.0	659.0	WAY-PT
MALET	28.6916389	-80.8678611	161°	72.0	1047.0	726.0	Reporting Point
EBAYY	27.7278333	-80.5009972	187°	113.0	943.0	834.0	WAY-PT
FOBIN	25.7838889	-80.7669139	360°	218.0	725.0	1050.0	WAY-PT
FOBIN	25.7838889	-80.7669139	192°	0.0	725.0	1050.0	WAY-PT
LINEY	25.2788944	-80.8876194	192°	58.0	668.0	1106.0	WAY-PT
VAULT	24.7652083	-81.0093667	182°	58.0	610.0	1163.0	WAY-PT
MCLAW	24.5636111	-81.0166667	NA	22.0	588.0	1186.0	WAY-PT
Y442	NA	NA	NA	NA	NA	NA	UNKNOWN
FUNDI	24.0	-81.0119444	NA	NA	525.0	1248.0	WAYPOINT
UM335	NA	NA	NA	NA	NA	NA	UNKNOWN
ALVEK	NA	NA	NA	NA	NA	NA	UNKNOWN
UM328	NA	NA	NA	NA	NA	NA	UNKNOWN
UCL	NA	NA	NA	NA	NA	NA	UNKNOWN
UG448	NA	NA	NA	NA	NA	NA	UNKNOWN
ATUVI	NA	NA	NA	NA	NA	NA	UNKNOWN
GORAN3	NA	NA	NA	NA	NA	NA	UNKNOWN
MWCR	19.292778	-81.35775	NA	NA	0.0	1773.0	Destination Airport
