name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KJFK	40.6399278	-73.7786925	331°	NA	3979.0	0.0	Origin Airport
GAYEL	41.4066917	-74.3571444	300°	98.0	3925.0	98.0	Reporting Point
MSLIN	41.4918944	-74.5539667	300°	19.0	3909.0	115.0	Reporting Point
STOMP	41.5963278	-74.7966083	300°	23.0	3888.0	136.0	Reporting Point
BUFFY	41.9411083	-75.6126	299°	78.0	3819.0	211.0	Reporting Point
CFB	42.1574903	-76.1364717	293°	50.0	3776.0	259.0	VOR-DME (NAVAID)
VIEEW	42.4394639	-77.0259167	293°	80.0	3703.0	337.0	Reporting Point
KELIE	42.6603667	-77.7447361	291°	64.0	3644.0	399.0	Reporting Point
WOZEE	42.9337917	-78.7387889	294°	87.0	3564.0	484.0	WAY-PT
NOSIK	43.9833333	-82.1978614	NA	303.0	3296.0	786.0	WAYPOINT
Q812	NA	NA	NA	NA	NA	NA	UNKNOWN
ZOHAN	43.9325	-84.3858333	279°	NA	3122.0	946.0	WAYPOINT
LAAKE	44.5865944	-93.1169611	244°	700.0	2466.0	1640.0	Reporting Point
ONL	42.4705556	-98.6869444	245°	507.0	1962.0	2077.0	VOR-TAC (NAVAID)
KD72A	42.0	-100.0	245°	120.0	1842.0	2189.0	NRS-WAYPOINT
KD63W	40.5	-104.0	245°	374.0	1468.0	2543.0	NRS-WAYPOINT
DBL	39.4394444	-106.8947222	246°	274.0	1195.0	2809.0	VOR-DME (NAVAID)
CHESZ	38.2830639	-110.036475	242°	301.0	894.0	3105.0	WAYPOINT
PROMT	37.5018611	-111.8702611	234°	183.0	711.0	3285.0	WAY-PT
VERKN	37.3833472	-112.0726917	234°	22.0	689.0	3306.0	WAY-PT
GARDD	37.0535861	-112.6317722	233°	62.0	627.0	3365.0	WAY-PT
NOOTN	36.6257306	-113.3445139	235°	79.0	548.0	3440.0	Reporting Point
LAKRR	36.0854778	-114.2858778	228°	104.0	445.0	3540.0	WAY-PT
ZZYZX	35.6648667	-114.865275	228°	70.0	376.0	3606.0	WAY-PT
HAKMN	35.5078639	-115.0797333	107°	26.0	351.0	3630.0	WAY-PT
HAKMN	35.5078611	-115.0797222	227°	0.0	351.0	3630.0	Waypoint
SHTNR	35.1246944	-115.5778333	226°	62.0	291.0	3688.0	Waypoint
SMASH	34.7743333	-116.0238611	226°	56.0	238.0	3741.0	Waypoint
SALYY	34.4168611	-116.4770278	244°	58.0	185.0	3795.0	Waypoint
GLESN	34.3347222	-116.6763889	244°	20.0	165.0	3815.0	Waypoint
ANJLL	34.2111944	-116.9827778	252°	31.0	135.0	3846.0	Waypoint
CAANN	34.1658056	-117.1505833	252°	16.0	119.0	3862.0	Waypoint
BOYEL	34.1053056	-117.37025	253°	21.0	97.0	3884.0	Waypoint
CRCUS	34.0731944	-117.4984444	260°	12.0	85.0	3896.0	Waypoint
KLAX	33.9424964	-118.4080486	NA	85.0	0.0	3979.0	Destination Airport
