name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KJFK	40.6399278	-73.7786925	231°	NA	3979	0	Origin Airport
RBV	40.2024022	-74.4950261	264°	78.0	3921	78	VOR-TAC (NAVAID)
COPES	40.1307139	-75.3767694	264°	75.0	3847	147	Reporting Point
BYRDD	40.0922028	-75.8186917	263°	38.0	3810	183	Reporting Point
SAAME	40.0310611	-76.4839972	276°	57.0	3754	239	Reporting Point
BRNAN	40.1352778	-77.8351944	271°	116.0	3638	348	WAY-PT
PSYKO	40.1436111	-79.1536111	272°	112.0	3526	459	WAY-PT
BUBAA	40.1741667	-80.9713889	269°	155.0	3371	612	WAY-PT
HIDON	40.1666667	-81.6241667	274°	56.0	3316	667	WAY-PT
MALDN	40.2646167	-84.0553722	278°	207.0	3109	871	WAYPOINT
BVT	40.5561111	-87.0694444	286°	258.0	2856	1122	VOR-TAC (NAVAID)
WORDY	40.6756917	-87.633375	277°	49.0	2810	1169	Reporting Point
KG66I	41.0	-92.0	266°	369.0	2451	1533	NRS-WAYPOINT
KP63C	40.5	-98.0	262°	509.0	1945	2042	NRS-WAYPOINT
MCK	40.2038889	-100.5941667	252°	223.0	1725	2264	VOR-DME (NAVAID)
QUAIL	39.2607806	-104.1248944	251°	320.0	1405	2581	Reporting Point
HBU	38.4522222	-107.0397222	247°	268.0	1137	2848	VOR-DME (NAVAID)
DVC	37.8086111	-108.9313889	250°	180.0	956	3027	VOR-TAC (NAVAID)
LAKRR	36.0854778	-114.2858778	228°	513.0	445	3540	WAYPOINT
HAKMN	35.5078611	-115.0797222	227°	96.0	351	3630	Waypoint
SHTNR	35.1246944	-115.5778333	226°	62.0	291	3688	Waypoint
SMASH	34.7743333	-116.0238611	226°	56.0	238	3741	Waypoint
SALYY	34.4168611	-116.4770278	244°	58.0	185	3795	Waypoint
GLESN	34.3347222	-116.6763889	244°	20.0	165	3815	Waypoint
ANJLL	34.2111944	-116.9827778	252°	31.0	135	3846	Waypoint
CAANN	34.1658056	-117.1505833	252°	16.0	119	3862	Waypoint
BOYEL	34.1053056	-117.37025	253°	21.0	97	3884	Waypoint
CRCUS	34.0731944	-117.4984444	260°	12.0	85	3896	Waypoint
KLAX	33.9424964	-118.4080486	NA	85.0	0	3979	Destination Airport
