name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KJFK	40.6399278	-73.7786925	306°	NA	3979	0	Origin Airport
COATE	41.1362278	-74.6951667	300°	95.0	3898	95	Reporting Point
LAAYK	41.4757333	-75.4825861	291°	76.0	3831	171	Reporting Point
YYOST	41.5827167	-75.8558472	291°	33.0	3800	203	WAY-PT
DGRAF	41.6862556	-76.2225417	291°	33.0	3769	236	Reporting Point
MTCAF	41.7698167	-76.5223833	290°	27.0	3744	262	WAY-PT
REBBL	41.882675	-76.9327944	290°	36.0	3710	298	Reporting Point
REXXY	42.0110639	-77.4097139	290°	42.0	3671	340	WAY-PT
HERBA	42.2431361	-78.2744	289°	76.0	3600	415	WAY-PT
RAAKK	42.3997222	-78.9108333	360°	55.0	3548	470	WAY-PT
RAAKK	42.3997222	-78.9108333	288°	0.0	3548	470	WAY-PT
NA	42.5711583	-79.6178944	277°	61.0	3491	531	Computer Nav Fix
NA	42.8018278	-82.4804028	278°	236.0	3259	762	Computer Nav Fix
TWIGS	42.8094722	-82.5528611	281°	6.0	3253	767	WAY-PT
BERYS	42.9094361	-83.2999306	277°	62.0	3194	829	WAY-PT
RUBYY	43.0177194	-84.5878389	273°	106.0	3091	934	WAY-PT
BAE	43.1169444	-88.2844444	249°	301.0	2796	1232	VOR-DME (NAVAID)
DBQ	42.4014692	-90.7090781	247°	214.0	2586	1422	VOR-TAC (NAVAID)
DSM	41.4376247	-93.6485581	259°	266.0	2325	1667	VOR-TAC (NAVAID)
LNK	40.9237939	-96.7420097	263°	265.0	2060	1930	VOR-TAC (NAVAID)
DRABS	40.7591778	-98.3747	262°	139.0	1923	2069	Reporting Point
HCT	40.4540608	-100.9235733	260°	218.0	1707	2287	VOR-TAC (NAVAID)
DVV	39.8946894	-104.624335	256°	321.0	1392	2608	VOR-TAC (NAVAID)
DBL	39.4393453	-106.8946803	246°	201.0	1195	2809	VOR-DME (NAVAID)
CHESZ	38.2830639	-110.036475	242°	301.0	894	3105	WAY-PT
PROMT	37.5018611	-111.8702611	360°	183.0	711	3285	WAY-PT
PROMT	37.5018611	-111.8702611	234°	0.0	711	3285	WAY-PT
VERKN	37.3833472	-112.0726917	234°	22.0	689	3306	WAY-PT
GARDD	37.0535861	-112.6317722	233°	62.0	627	3365	WAY-PT
NOOTN	36.6257306	-113.3445139	235°	79.0	548	3440	Reporting Point
LAKRR	36.0854778	-114.2858778	228°	104.0	445	3540	WAY-PT
ZZYZX	35.6648667	-114.865275	228°	70.0	376	3606	WAY-PT
HAKMN	35.5078639	-115.0797333	107°	26.0	351	3630	WAY-PT
HAKMN	35.5078611	-115.0797222	227°	0.0	351	3630	Waypoint
SHTNR	35.1246944	-115.5778333	226°	62.0	291	3688	Waypoint
SMASH	34.7743333	-116.0238611	226°	56.0	238	3741	Waypoint
SALYY	34.4168611	-116.4770278	244°	58.0	185	3795	Waypoint
GLESN	34.3347222	-116.6763889	244°	20.0	165	3815	Waypoint
ANJLL	34.2111944	-116.9827778	252°	31.0	135	3846	Waypoint
CAANN	34.1658056	-117.1505833	252°	16.0	119	3862	Waypoint
BOYEL	34.1053056	-117.37025	253°	21.0	97	3884	Waypoint
CRCUS	34.0731944	-117.4984444	260°	12.0	85	3896	Waypoint
KLAX	33.9424964	-118.4080486	NA	85.0	0	3979	Destination Airport
