name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KJFK	40.6399278	-73.7786925	360°	NA	3979	0	Origin Airport
DEEZZ	41.1144444	-73.7777778	282°	53.0	3975	53	Reporting Point
HEERO	41.1688611	-74.1155833	277°	29.0	3947	65	Waypoint
KURNL	41.2013056	-74.4584444	239°	29.0	3918	85	Waypoint
CANDR	40.971	-74.9598333	163°	49.0	3877	106	Reporting Point
CANDR	40.9709861	-74.9598278	253°	0.0	3877	106	Reporting Point
NEWEL	40.9219444	-75.1708333	253°	19.0	3860	121	Reporting Point
GYNTS	40.8684361	-75.3989889	253°	20.0	3841	139	Reporting Point
DANNR	40.6664222	-76.2401889	281°	74.0	3771	208	Reporting Point
FORTT	40.8398	-77.4346917	280°	103.0	3670	309	Reporting Point
DOOTH	40.8751139	-77.68985	280°	22.0	3648	331	Reporting Point
PSB	40.9162589	-77.9927169	279°	26.0	3622	357	VOR-TAC (NAVAID)
MIDST	40.9696861	-78.4275611	279°	37.0	3586	393	Reporting Point
TYSUN	41.1651222	-80.1563278	278°	147.0	3441	540	Reporting Point
HAGUD	41.1921528	-80.4161111	278°	22.0	3419	562	Reporting Point
CANCR	41.3055972	-81.5776139	277°	98.0	3322	659	Reporting Point
DJB	41.358065	-82.1619686	275°	49.0	3274	709	VOR-DME (NAVAID)
JERRI	41.3837694	-82.6033889	274°	37.0	3237	746	Reporting Point
MAYZE	41.4385222	-83.6640722	274°	89.0	3149	834	Reporting Point
NAPOL	41.4604111	-84.1521139	273°	41.0	3109	875	Reporting Point
ASHEN	41.4804917	-84.64675	273°	41.0	3068	916	Reporting Point
GSH	41.5251553	-86.0279533	360°	115.0	2953	1032	VOR-TAC (NAVAID)
GSH	41.5251553	-86.0279533	271°	0.0	2953	1032	VOR-TAC (NAVAID)
HOBAR	41.5418111	-87.2086472	271°	98.0	2856	1130	Reporting Point
JOT	41.5464186	-88.3184106	270°	92.0	2764	1222	VOR-DME (NAVAID)
VORIN	41.5480028	-89.336375	270°	85.0	2680	1307	Reporting Point
IOW	41.5189603	-91.6132525	263°	190.0	2493	1497	VOR-DME (NAVAID)
CNOTA	41.4341167	-92.4901222	262°	74.0	2419	1571	Reporting Point
LNK	40.9237939	-96.7420097	263°	361.0	2060	1930	VOR-TAC (NAVAID)
DVV	39.8947222	-104.6244444	255°	678.0	1392	2608	VOR-TAC (NAVAID)
HVE	38.4169444	-110.6997222	226°	549.0	853	3156	VOR-TAC (NAVAID)
PROMT	37.5018611	-111.8702611	234°	145.0	711	3285	WAY-PT
VERKN	37.3833472	-112.0726917	234°	22.0	689	3306	WAY-PT
GARDD	37.0535861	-112.6317722	233°	62.0	627	3365	WAY-PT
NOOTN	36.6257306	-113.3445139	235°	79.0	548	3440	Reporting Point
LAKRR	36.0854778	-114.2858778	228°	104.0	445	3540	WAY-PT
ZZYZX	35.6648667	-114.865275	228°	70.0	376	3606	WAY-PT
HAKMN	35.5078639	-115.0797333	107°	26.0	351	3630	WAY-PT
HAKMN	35.5078611	-115.0797222	227°	0.0	351	3630	Waypoint
SHTNR	35.1246944	-115.5778333	226°	62.0	291	3688	Waypoint
SMASH	34.7743333	-116.0238611	226°	56.0	238	3741	Waypoint
SALYY	34.4168611	-116.4770278	244°	58.0	185	3795	Waypoint
GLESN	34.3347222	-116.6763889	244°	20.0	165	3815	Waypoint
ANJLL	34.2111944	-116.9827778	252°	31.0	135	3846	Waypoint
CAANN	34.1658056	-117.1505833	252°	16.0	119	3862	Waypoint
BOYEL	34.1053056	-117.37025	253°	21.0	97	3884	Waypoint
CRCUS	34.0731944	-117.4984444	260°	12.0	85	3896	Waypoint
KLAX	33.9424964	-118.4080486	NA	85.0	0	3979	Destination Airport
