name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KMKE	42.9469319	-87.8970644	144°	NA	1049	0	Origin Airport
PRFEC	42.6941111	-87.6436389	177°	35.0	1014	35	Waypoint
OZAUK	42.5345278	-87.6318889	177°	18.0	999	51	Waypoint
MAULT	42.4268333	-87.62325	189°	12.0	989	62	Waypoint
UECKR	42.3146111	-87.6471111	203°	13.0	980	73	Waypoint
LADDI	42.0769167	-87.7820556	181°	29.0	967	97	Waypoint
DELHI	41.9333333	-87.7861111	175°	16.0	955	113	Reporting Point
WORDY	40.6756917	-87.633375	150°	141.0	844	254	Reporting Point
ERECO	39.9863889	-87.1166667	147°	88.0	760	336	WAYPOINT
IIU	38.1033333	-85.5775	148°	248.0	524	574	VOR-TAC (NAVAID)
SKYWA	36.5270278	-84.3617778	131°	206.0	341	776	Waypoint
NIZAM	36.3630556	-84.1286389	131°	28.0	314	801	Waypoint
COMDY	35.8936944	-83.4670278	105°	79.0	240	872	Waypoint
BLAYQ	35.8257222	-83.1619722	105°	29.0	212	891	Waypoint
PHAYE	35.7223333	-82.6993611	106°	43.0	168	920	Waypoint
JJENY	35.6269167	-82.2827222	106°	39.0	129	947	Waypoint
FILPZ	35.5754444	-82.0611389	114°	21.0	109	962	Waypoint
ADOWN	35.4380833	-81.6821944	109°	38.0	71	992	Waypoint
INWAL	35.383	-81.4873333	109°	19.0	52	1007	Waypoint
JELNO	35.3088889	-81.2266389	109°	25.0	27	1026	Waypoint
CEDOX	35.2648889	-81.0728333	176°	15.0	13	1038	Waypoint
VALLL	35.0651111	-81.0551111	30°	22.0	19	1057	Waypoint
KCLT	35.21375	-80.9490556	NA	19.0	0	1049	Destination Airport
