name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KATL	33.6366996	-84.427864	69°	NA	3363	0	Origin Airport
HRSHL	33.6827778	-84.2795556	360°	15.0	3375	15	Waypoint
KLEGG	33.8125	-84.28	271°	14.0	3369	24	Waypoint
COBBB	33.8148333	-84.5256111	271°	23.0	3348	22	Waypoint
CUTTN	33.8186667	-85.2017778	273°	63.0	3289	74	Waypoint
HANKO	33.8383611	-85.6485278	289°	41.0	3250	115	Waypoint
MEMFS	35.0151722	-89.9830194	313°	419.0	2831	533	WAYPOINT
BUM	38.2719444	-94.4883333	283°	541.0	2353	1042	VOR-TAC (NAVAID)
GLD	39.3878678	-101.6922967	279°	637.0	1719	1669	VOR-TAC (NAVAID)
FQF	39.6901389	-104.6209722	360°	254.0	1466	1920	VOR-TAC (NAVAID)
FQF	39.6901389	-104.6209722	263°	0.0	1466	1920	VOR-TAC (NAVAID)
DBL	39.4393453	-106.8946803	270°	197.0	1271	2104	VOR-DME (NAVAID)
DTA	39.3022222	-112.5055556	262°	483.0	789	2580	VOR-TAC (NAVAID)
CRASY	38.5764167	-118.1408056	285°	494.0	300	3064	Waypoint
FIORE	38.6604444	-118.5523889	285°	37.0	264	3100	Waypoint
CARVV	38.9948611	-120.2748611	284°	154.0	119	3249	Waypoint
SLMMR	39.0743056	-120.6899722	252°	37.0	89	3284	Waypoint
POZUR	38.9714722	-121.084	251°	36.0	54	3319	Waypoint
TENCO	38.8911111	-121.3874167	219°	28.0	28	3345	Reporting Point
KSMF	38.6954444	-121.5907778	NA	28.0	0	3363	Destination Airport
