name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KSMF	38.6954444	-121.5907778	89°	NA	3363	0	Origin Airport
RVRCT	38.6993333	-121.3333611	360°	22.0	3341	22	Waypoint
RVRCT	38.6993333	-121.3333611	96°	0.0	3341	22	Waypoint
DNGER	38.6484722	-120.7056944	91°	55.0	3287	77	Waypoint
RALEY	38.5721389	-118.2343333	94°	215.0	3072	292	Waypoint
JSICA	38.5205167	-117.2868167	86°	83.0	2989	375	WAY-PT
TABLL	38.6656417	-113.1764306	89°	358.0	2633	731	WAY-PT
EDLES	38.6777278	-109.9407083	94°	281.0	2352	1012	Reporting Point
FLOOD	38.3400028	-105.0939944	98°	424.0	1929	1435	Reporting Point
ZAROS	37.9893333	-102.3393333	101°	244.0	1685	1680	WAY-PT
VEGUC	36.814475	-96.0124306	110°	574.0	1110	2254	WAY-PT
VLUST	36.2535306	-94.1074056	110°	181.0	930	2434	WAY-PT
ECIGE	35.5647778	-91.9023167	109°	213.0	717	2646	WAY-PT
MEMFS	35.0151722	-89.9830194	100°	185.0	533	2831	WAYPOINT
HUTCC	34.6321028	-87.4287833	103°	237.0	298	3066	WAYPOINT
KNSAW	34.5713778	-87.0986722	102°	31.0	267	3097	WAYPOINT
RUSSA	34.5436389	-86.9374167	107°	15.0	252	3112	Waypoint
RUTTH	34.4837778	-86.7068889	108°	22.0	230	3134	Waypoint
JKSON	34.3369444	-86.15	107°	54.0	177	3187	Waypoint
MADDX	34.1400278	-85.3978889	107°	73.0	106	3260	Waypoint
GLAVN	34.0499167	-85.0512778	139°	33.0	74	3293	Waypoint
STHRN	33.9222778	-84.9186944	139°	19.0	55	3310	Waypoint
HOGGG	33.7325833	-84.7227778	90°	28.0	29	3334	Waypoint
RAIIN	33.7329444	-84.5815833	90°	13.0	18	3346	Waypoint
KLOWD	33.7329444	-84.4346111	90°	14.0	11	3359	Waypoint
SWEPT	33.7329444	-84.3053056	90°	12.0	16	3370	Waypoint
KYMMY	33.7330833	-84.1388056	90°	15.0	29	3385	Waypoint
KEAVY	33.7331944	-84.0388889	254°	9.0	38	3393	Waypoint
KATL	33.6366996	-84.427864	NA	38.0	0	3363	Destination Airport
