name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KATL	33.6366996	-84.427864	69°	NA	3363	0	Origin Airport
HRSHL	33.6827778	-84.2795556	360°	15.0	3375	15	Waypoint
KLEGG	33.8125	-84.28	271°	14.0	3369	24	Waypoint
COBBB	33.8148333	-84.5256111	271°	23.0	3348	22	Waypoint
CUTTN	33.8186667	-85.2017778	273°	63.0	3289	74	Waypoint
HANKO	33.8383611	-85.6485278	289°	41.0	3250	115	Waypoint
MEMFS	35.0151722	-89.9830194	292°	419.0	2831	533	WAYPOINT
GCK	37.9188889	-100.725	281°	1014.0	1821	1545	VOR-TAC (NAVAID)
LAA	38.1972222	-102.6875	276°	175.0	1646	1719	VOR-DME (NAVAID)
HBU	38.4521164	-107.0397142	270°	381.0	1265	2099	VOR-DME (NAVAID)
BDROC	38.4509111	-108.6055167	269°	136.0	1129	2234	Reporting Point
HVE	38.4168083	-110.6997406	269°	183.0	948	2415	VOR-TAC (NAVAID)
MLF	38.3603556	-113.0132328	265°	202.0	748	2616	VOR-TAC (NAVAID)
ILC	38.2502778	-114.3941667	278°	121.0	629	2737	VOR-TAC (NAVAID)
CRASY	38.5764167	-118.1408056	285°	329.0	300	3064	Waypoint
FIORE	38.6604444	-118.5523889	285°	37.0	264	3100	Waypoint
CARVV	38.9948611	-120.2748611	284°	154.0	119	3249	Waypoint
SLMMR	39.0743056	-120.6899722	252°	37.0	89	3284	Waypoint
POZUR	38.9714722	-121.084	251°	36.0	54	3319	Waypoint
TENCO	38.8911111	-121.3874167	219°	28.0	28	3345	Reporting Point
KSMF	38.6954444	-121.5907778	NA	28.0	0	3363	Destination Airport
