name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KATL	33.6366996	-84.427864	69°	NA	3363	0	Origin Airport
HRSHL	33.6827778	-84.2795556	360°	15.0	3375	15	Waypoint
KLEGG	33.8125	-84.28	271°	14.0	3369	24	Waypoint
COBBB	33.8148333	-84.5256111	271°	23.0	3348	22	Waypoint
CUTTN	33.8186667	-85.2017778	273°	63.0	3289	74	Waypoint
HANKO	33.8383611	-85.6485278	289°	41.0	3250	115	Waypoint
MEMFS	35.0151722	-89.9830194	293°	419.0	2831	533	WAYPOINT
CHELI	36.9386722	-95.9970583	303°	582.0	2252	1113	Reporting Point
BURDN	37.4048528	-96.9116833	303°	96.0	2162	1205	Reporting Point
ICT	37.7452572	-97.5838283	360°	70.0	2096	1273	VOR-TAC (NAVAID)
ICT	37.7452572	-97.5838283	275°	0.0	2096	1273	VOR-TAC (NAVAID)
KYLER	37.801975	-98.4556	274°	77.0	2020	1348	Reporting Point
GCK	37.9190036	-100.7250086	281°	200.0	1821	1545	VOR-TAC (NAVAID)
LAA	38.1972222	-102.6875	275°	175.0	1646	1719	VOR-DME (NAVAID)
PUB	38.2942536	-104.4294475	275°	153.0	1494	1871	VOR-TAC (NAVAID)
FLOOD	38.3400028	-105.0939944	275°	58.0	1435	1929	Reporting Point
RODDY	38.3584583	-105.3790444	275°	25.0	1410	1954	Reporting Point
HBU	38.4522222	-107.0397222	271°	145.0	1265	2099	VOR-DME (NAVAID)
MLF	38.3602778	-113.0133333	265°	521.0	748	2617	VOR-TAC (NAVAID)
ILC	38.2502778	-114.3941667	277°	121.0	629	2737	VOR-TAC (NAVAID)
MVA	38.5652778	-118.0327778	278°	319.0	310	3054	VOR-TAC (NAVAID)
CRASY	38.5764167	-118.1408056	285°	9.0	300	3064	Waypoint
FIORE	38.6604444	-118.5523889	285°	37.0	264	3100	Waypoint
CARVV	38.9948611	-120.2748611	284°	154.0	119	3249	Waypoint
SLMMR	39.0743056	-120.6899722	252°	37.0	89	3284	Waypoint
POZUR	38.9714722	-121.084	251°	36.0	54	3319	Waypoint
TENCO	38.8911111	-121.3874167	219°	28.0	28	3345	Reporting Point
KSMF	38.6954444	-121.5907778	NA	28.0	0	3363	Destination Airport
