name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KATL	33.6366996	-84.427864	69°	NA	3363	0	Origin Airport
HRSHL	33.6827778	-84.2795556	360°	15.0	3375	15	Waypoint
KLEGG	33.8125	-84.28	271°	14.0	3369	24	Waypoint
COBBB	33.8148333	-84.5256111	271°	23.0	3348	22	Waypoint
CUTTN	33.8186667	-85.2017778	273°	63.0	3289	74	Waypoint
HANKO	33.8383611	-85.6485278	289°	41.0	3250	115	Waypoint
MEMFS	35.0151722	-89.9830194	291°	419.0	2831	533	WAYPOINT
RZC	36.2463889	-94.1213889	292°	399.0	2433	931	VOR-TAC (NAVAID)
BVO	36.8344444	-96.0183333	288°	182.0	2253	1111	VOR-DME (NAVAID)
GCK	37.9188889	-100.725	292°	433.0	1821	1545	VOR-TAC (NAVAID)
HGO	38.8175	-103.6213889	285°	272.0	1557	1813	VOR-DME (NAVAID)
DBL	39.4394444	-106.8947222	270°	291.0	1271	2104	VOR-DME (NAVAID)
DTA	39.3022222	-112.5055556	270°	483.0	789	2580	VOR-TAC (NAVAID)
GAROT	39.3	-113.25	260°	64.0	724	2644	WAY-PT
TTOES	39.0973556	-114.6840111	259°	126.0	600	2766	WAY-PT
CHUKR	38.8871889	-116.0471722	258°	120.0	481	2882	WAY-PT
INSLO	38.6791389	-117.2981111	259°	111.0	373	2991	WAY-PT
MVA	38.5652778	-118.0327778	278°	65.0	310	3054	VOR-TAC (NAVAID)
CRASY	38.5764167	-118.1408056	285°	9.0	300	3064	Waypoint
FIORE	38.6604444	-118.5523889	285°	37.0	264	3100	Waypoint
CARVV	38.9948611	-120.2748611	284°	154.0	119	3249	Waypoint
SLMMR	39.0743056	-120.6899722	252°	37.0	89	3284	Waypoint
POZUR	38.9714722	-121.084	251°	36.0	54	3319	Waypoint
TENCO	38.8911111	-121.3874167	219°	28.0	28	3345	Reporting Point
KSMF	38.6954444	-121.5907778	NA	28.0	0	3363	Destination Airport
