name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KATL	33.6366996	-84.427864	69°	NA	3363	0	Origin Airport
HRSHL	33.6827778	-84.2795556	360°	15.0	3375	15	Waypoint
KLEGG	33.8125	-84.28	271°	14.0	3369	24	Waypoint
COBBB	33.8148333	-84.5256111	271°	23.0	3348	22	Waypoint
CUTTN	33.8186667	-85.2017778	273°	63.0	3289	74	Waypoint
HANKO	33.8383611	-85.6485278	289°	41.0	3250	115	Waypoint
MEMFS	35.0151722	-89.9830194	292°	419.0	2831	533	WAYPOINT
GCK	37.9188889	-100.725	292°	1014.0	1821	1545	VOR-TAC (NAVAID)
HGO	38.8175	-103.6213889	285°	272.0	1557	1813	VOR-DME (NAVAID)
DBL	39.4394444	-106.8947222	292°	291.0	1271	2104	VOR-DME (NAVAID)
TCH	40.8502592	-111.9819056	265°	460.0	856	2558	VOR-TAC (NAVAID)
BVL	40.7260975	-113.7574172	360°	150.0	708	2704	VOR-TAC (NAVAID)
BVL	40.7260975	-113.7574172	268°	0.0	708	2704	VOR-TAC (NAVAID)
FASTE	40.7	-114.5	265°	63.0	647	2766	WAY-PT
SLOWN	40.5666667	-116.4	254°	161.0	491	2924	WAY-PT
MCORD	40.2	-118.0166667	260°	143.0	350	3058	WAY-PT
LLC	40.1252778	-118.5775	231°	48.0	304	3105	VOR-TAC (NAVAID)
MDOWS	39.7842806	-119.1283222	238°	60.0	244	3151	WAYPOINT
FMG	39.5313889	-119.6561111	222°	53.0	191	3195	VOR-TAC (NAVAID)
CARVV	38.9948611	-120.2748611	284°	80.0	119	3249	Waypoint
SLMMR	39.0743056	-120.6899722	252°	37.0	89	3284	Waypoint
POZUR	38.9714722	-121.084	251°	36.0	54	3319	Waypoint
TENCO	38.8911111	-121.3874167	219°	28.0	28	3345	Reporting Point
KSMF	38.6954444	-121.5907778	NA	28.0	0	3363	Destination Airport
