name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KATL	33.6366996	-84.427864	69°	NA	3363	0	Origin Airport
HRSHL	33.6827778	-84.2795556	360°	15.0	3375	15	Waypoint
KLEGG	33.8125	-84.28	271°	14.0	3369	24	Waypoint
COBBB	33.8148333	-84.5256111	271°	23.0	3348	22	Waypoint
CUTTN	33.8186667	-85.2017778	273°	63.0	3289	74	Waypoint
HANKO	33.8383611	-85.6485278	291°	41.0	3250	115	Waypoint
GAD	33.9763889	-86.0836111	289°	43.0	3207	158	VOR-DME (NAVAID)
MEMFS	35.0151722	-89.9830194	292°	376.0	2831	533	WAYPOINT
GCK	37.9188889	-100.725	284°	1014.0	1821	1545	VOR-TAC (NAVAID)
NARNE	38.2464333	-102.4479556	272°	155.0	1666	1700	Reporting Point
PUB	38.2941667	-104.4294444	275°	173.0	1494	1871	VOR-TAC (NAVAID)
HBU	38.4522222	-107.0397222	270°	228.0	1265	2099	VOR-DME (NAVAID)
HVE	38.4168083	-110.6997406	269°	319.0	948	2415	VOR-TAC (NAVAID)
MLF	38.3603556	-113.0132328	275°	202.0	748	2616	VOR-TAC (NAVAID)
MVA	38.5652778	-118.0327778	278°	438.0	310	3054	VOR-TAC (NAVAID)
CRASY	38.5764167	-118.1408056	285°	9.0	300	3064	Waypoint
FIORE	38.6604444	-118.5523889	285°	37.0	264	3100	Waypoint
CARVV	38.9948611	-120.2748611	284°	154.0	119	3249	Waypoint
SLMMR	39.0743056	-120.6899722	252°	37.0	89	3284	Waypoint
POZUR	38.9714722	-121.084	251°	36.0	54	3319	Waypoint
TENCO	38.8911111	-121.3874167	219°	28.0	28	3345	Reporting Point
KSMF	38.6954444	-121.5907778	NA	28.0	0	3363	Destination Airport
