name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KSMF	38.6954444	-121.5907778	89°	NA	3363	0	Origin Airport
RVRCT	38.6993333	-121.3333611	360°	22.0	3341	22	Waypoint
RVRCT	38.6993333	-121.3333611	96°	0.0	3341	22	Waypoint
DNGER	38.6484722	-120.7056944	91°	55.0	3287	77	Waypoint
RALEY	38.5721389	-118.2343333	94°	215.0	3072	292	Waypoint
JSICA	38.5205167	-117.2868167	96°	83.0	2989	375	WAYPOINT
ILC	38.2502778	-114.3941667	96°	254.0	2737	629	VOR-TAC (NAVAID)
KD45S	37.5	-108.0	95°	568.0	2171	1197	NRS-WAYPOINT
END	36.345	-97.9183333	94°	906.0	1265	2100	VOR-TAC (NAVAID)
TUL	36.1963889	-95.7880556	87°	192.0	1075	2290	VOR-TAC (NAVAID)
RZC	36.2463889	-94.1213889	89°	150.0	931	2433	VOR-TAC (NAVAID)
HITMN	36.1367972	-86.6847917	150°	668.0	346	3081	WAYPOINT
NEWBB	35.7362944	-86.4033278	150°	51.0	295	3117	WAYPOINT
IHAVE	35.5559694	-86.2754361	150°	23.0	273	3134	WAYPOINT
MTHEW	35.4300833	-86.1865833	142°	16.0	257	3146	Waypoint
MGRIF	35.2694722	-86.0307222	142°	23.0	234	3165	Waypoint
BBABE	34.791	-85.5751111	142°	68.0	166	3221	Waypoint
LEMKE	34.3601111	-85.1700278	142°	61.0	106	3272	Waypoint
CHPPR	34.1438333	-84.9687778	142°	30.0	75	3297	Waypoint
MRCHH	34.0125278	-84.8445	142°	19.0	57	3313	Waypoint
HIDRO	33.9563056	-84.7914722	142°	8.0	49	3320	Waypoint
RAIIN	33.7329444	-84.5815833	90°	32.0	18	3346	Waypoint
KLOWD	33.7329444	-84.4346111	90°	14.0	11	3359	Waypoint
SWEPT	33.7329444	-84.3053056	90°	12.0	16	3370	Waypoint
KYMMY	33.7330833	-84.1388056	90°	15.0	29	3385	Waypoint
KEAVY	33.7331944	-84.0388889	254°	9.0	38	3393	Waypoint
KATL	33.6366996	-84.427864	NA	38.0	0	3363	Destination Airport
