name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KATL	33.6366996	-84.427864	69°	NA	3363	0	Origin Airport
HRSHL	33.6827778	-84.2795556	360°	15.0	3375	15	Waypoint
KLEGG	33.8125	-84.28	271°	14.0	3369	24	Waypoint
COBBB	33.8148333	-84.5256111	235°	23.0	3348	22	Waypoint
POUNC	33.4196944	-85.2103056	254°	77.0	3304	77	Waypoint
PNTHA	33.2793333	-85.7748611	253°	55.0	3261	131	Waypoint
GRGIA	33.0770833	-86.5677778	253°	77.0	3200	208	Waypoint
STEIT	32.7338056	-87.8629167	246°	127.0	3101	335	Waypoint
MERDN	32.3784333	-88.8040722	286°	97.0	3035	432	WAYPOINT
ELD	33.2561111	-92.7438889	283°	381.0	2656	773	VOR-DME (NAVAID)
TXK	33.5138889	-94.0733333	278°	127.0	2531	894	VOR-TAC (NAVAID)
SPS	33.9872222	-98.5933333	286°	422.0	2121	1310	VOR-TAC (NAVAID)
CDS	34.3691667	-100.2888889	288°	162.0	1960	1464	VOR-TAC (NAVAID)
TCC	35.1822222	-103.5986111	291°	316.0	1645	1766	VOR-TAC (NAVAID)
FTI	35.6575494	-105.1355964	295°	149.0	1496	1906	VOR-TAC (NAVAID)
ESPAN	36.1198194	-106.3570389	295°	122.0	1375	2017	Reporting Point
RGINA	36.463	-107.2960389	294°	93.0	1284	2103	Reporting Point
RSK	36.7483925	-108.0988989	294°	78.0	1206	2175	VOR-TAC (NAVAID)
MLF	38.3603556	-113.0132328	274°	469.0	748	2616	VOR-TAC (NAVAID)
JSICA	38.5205167	-117.2868167	275°	373.0	375	2989	WAYPOINT
MVA	38.5652778	-118.0327778	278°	65.0	310	3054	VOR-TAC (NAVAID)
CRASY	38.5764167	-118.1408056	285°	9.0	300	3064	Waypoint
FIORE	38.6604444	-118.5523889	285°	37.0	264	3100	Waypoint
CARVV	38.9948611	-120.2748611	284°	154.0	119	3249	Waypoint
SLMMR	39.0743056	-120.6899722	252°	37.0	89	3284	Waypoint
POZUR	38.9714722	-121.084	251°	36.0	54	3319	Waypoint
TENCO	38.8911111	-121.3874167	219°	28.0	28	3345	Reporting Point
KSMF	38.6954444	-121.5907778	NA	28.0	0	3363	Destination Airport
