name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KMCO	28.4293889	-81.309	204°	NA	3566.0	0.0	Origin Airport
VILNS	28.3521667	-81.3486944	263°	9.0	3565.0	9.0	Waypoint
OSPRY	28.29475	-81.8932778	258°	54.0	3517.0	59.0	Waypoint
GDUNN	28.102	-82.8895278	258°	100.0	3433.0	159.0	Waypoint
KNOST	28.0007222	-83.4233333	266°	54.0	3387.0	213.0	Waypoint
REMIS	27.8840556	-85.2578889	NA	181.0	3222.0	392.0	Waypoint
Y280	NA	NA	NA	NA	NA	NA	UNKNOWN
LEV	29.1752778	-90.1038889	298°	NA	2728.0	862.0	VOR-TAC (NAVAID)
LFK	31.1625	-94.7169444	284°	496.0	2239.0	1330.0	VOR-TAC (NAVAID)
TORNN	31.5203861	-96.5147111	283°	175.0	2064.0	1505.0	Reporting Point
ACT	31.6622311	-97.2690139	291°	73.0	1991.0	1578.0	VOR-TAC (NAVAID)
HICOE	31.9381194	-98.1189806	291°	86.0	1905.0	1662.0	Reporting Point
ABI	32.4813306	-99.8634536	293°	175.0	1732.0	1834.0	VOR-TAC (NAVAID)
CNX	34.3670153	-105.6780047	272°	579.0	1173.0	2401.0	VOR-TAC (NAVAID)
MAXXO	34.3939778	-106.6966056	272°	94.0	1079.0	2494.0	Reporting Point
DRYHT	34.4175639	-108.1362333	271°	132.0	947.0	2625.0	Reporting Point
SJN	34.4241667	-109.1436111	273°	93.0	855.0	2717.0	VOR-TAC (NAVAID)
HIPPI	34.5622889	-113.6393694	262°	413.0	444.0	3130.0	Reporting Point
GABBL	34.5157778	-114.0557222	256°	39.0	406.0	3167.0	Waypoint
CHPLN	34.3301389	-114.9216389	255°	82.0	324.0	3246.0	Waypoint
NWMAN	34.2648333	-115.2184444	256°	28.0	296.0	3273.0	Waypoint
MDLER	34.1638333	-115.6894444	263°	45.0	252.0	3316.0	Waypoint
MNROE	34.1347778	-115.9896667	263°	28.0	224.0	3343.0	Waypoint
HLYWD	34.10425	-116.2987778	263°	29.0	195.0	3372.0	Waypoint
BRUEN	34.0731667	-116.5883889	264°	27.0	169.0	3398.0	Waypoint
AVATR	34.0451944	-116.888	261°	28.0	141.0	3426.0	Waypoint
DAAAY	34.0266667	-117.0310278	262°	13.0	127.0	3439.0	Waypoint
WADUP	34.0031389	-117.2291111	262°	18.0	109.0	3457.0	Waypoint
NEILE	33.9936111	-117.3085	262°	7.0	102.0	3465.0	Waypoint
SEAVU	33.9724167	-117.4885	268°	17.0	85.0	3481.0	Reporting Point
KLAX	33.9424964	-118.4080486	NA	85.0	0.0	3566.0	Destination Airport
