name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KMCO	28.4293889	-81.309	204°	NA	3566.0	0.0	Origin Airport
VILNS	28.3521667	-81.3486944	263°	9.0	3565.0	9.0	Waypoint
OSPRY	28.29475	-81.8932778	258°	54.0	3517.0	59.0	Waypoint
GDUNN	28.102	-82.8895278	258°	100.0	3433.0	159.0	Waypoint
KNOST	28.0007222	-83.4233333	266°	54.0	3387.0	213.0	Waypoint
REMIS	27.8840556	-85.2578889	NA	181.0	3222.0	392.0	Waypoint
Y280	NA	NA	NA	NA	NA	NA	UNKNOWN
LEV	29.1752778	-90.1038889	291°	NA	2728.0	862.0	VOR-TAC (NAVAID)
LCH	30.1413889	-93.1055556	294°	310.0	2418.0	1161.0	VOR-TAC (NAVAID)
ACT	31.6622222	-97.2688889	303°	432.0	1991.0	1578.0	VOR-TAC (NAVAID)
TXO	34.495	-102.8397222	302°	608.0	1433.0	2148.0	VOR-TAC (NAVAID)
FTI	35.6575494	-105.1355964	277°	246.0	1227.0	2380.0	VOR-TAC (NAVAID)
TANER	35.8682694	-107.4284917	276°	208.0	1024.0	2588.0	Reporting Point
TBC	36.1213119	-111.2695878	264°	347.0	694.0	2934.0	VOR-TAC (NAVAID)
JASSE	36.0709806	-111.812725	249°	49.0	646.0	2981.0	WAY-PT
AREAF	35.608825	-113.2306833	248°	138.0	508.0	3102.0	WAY-PT
ESGEE	35.1334722	-114.6226778	360°	137.0	372.0	3223.0	WAY-PT
ESGEE	35.1334722	-114.6226778	247°	0.0	372.0	3223.0	WAY-PT
DNERO	35.0353167	-114.9045528	192°	28.0	344.0	3248.0	WAY-PT
DNERO	35.0353056	-114.9045556	242°	0.0	344.0	3248.0	Waypoint
SLLRS	34.7931944	-115.4606667	246°	57.0	287.0	3297.0	Waypoint
FLOJO	34.6334722	-115.8932778	246°	43.0	244.0	3336.0	Waypoint
SALYY	34.4168611	-116.4770278	244°	59.0	185.0	3389.0	Waypoint
GLESN	34.3347222	-116.6763889	244°	20.0	165.0	3407.0	Waypoint
ANJLL	34.2111944	-116.9827778	252°	31.0	135.0	3435.0	Waypoint
CAANN	34.1658056	-117.1505833	252°	16.0	119.0	3450.0	Waypoint
BOYEL	34.1053056	-117.37025	253°	21.0	97.0	3471.0	Waypoint
CRCUS	34.0731944	-117.4984444	260°	12.0	85.0	3482.0	Waypoint
KLAX	33.9424964	-118.4080486	NA	85.0	0.0	3566.0	Destination Airport
