name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KMCO	28.4293889	-81.309	204°	NA	3566	0	Origin Airport
VILNS	28.3521667	-81.3486944	278°	9.0	3565	9	Waypoint
RDSOX	28.4258333	-81.9199444	271°	57.0	3510	60	Waypoint
JFRYS	28.4342222	-82.4763611	330°	54.0	3458	114	Waypoint
PATOY	29.0645806	-82.900025	325°	81.0	3396	171	WAY-PT
DEANR	29.2584444	-83.0584	324°	27.0	3375	194	WAY-PT
MICES	29.8604583	-83.5550833	324°	82.0	3309	270	WAY-PT
JAWJA	30.1737639	-83.8163722	305°	43.0	3275	311	WAY-PT
CABLO	30.7747222	-84.84	303°	119.0	3162	430	WAYPOINT
KT15M	32.5	-88.0	309°	356.0	2826	785	NRS-WAYPOINT
BARFF	34.4115361	-90.9036583	294°	343.0	2526	1128	Reporting Point
KM33G	35.5	-94.0	286°	307.0	2234	1432	NRS-WAYPOINT
SEGLR	36.1667222	-97.0328944	279°	284.0	1959	1709	Reporting Point
KK39A	36.5	-100.0	271°	269.0	1695	1967	NRS-WAYPOINT
KA39Y	36.5	-102.0	267°	179.0	1517	2135	NRS-WAYPOINT
DIXAN	36.28095	-105.9554639	261°	355.0	1163	2468	Reporting Point
KA36S	36.0	-108.0	253°	186.0	976	2641	NRS-WAYPOINT
KA33Q	35.5	-110.0	254°	189.0	788	2810	NRS-WAYPOINT
HIPPI	34.5622889	-113.6393694	262°	348.0	444	3130	Reporting Point
GABBL	34.5157778	-114.0557222	256°	39.0	406	3167	Waypoint
CHPLN	34.3301389	-114.9216389	255°	82.0	324	3246	Waypoint
NWMAN	34.2648333	-115.2184444	256°	28.0	296	3273	Waypoint
MDLER	34.1638333	-115.6894444	263°	45.0	252	3316	Waypoint
MNROE	34.1347778	-115.9896667	263°	28.0	224	3343	Waypoint
HLYWD	34.10425	-116.2987778	263°	29.0	195	3372	Waypoint
BRUEN	34.0731667	-116.5883889	264°	27.0	169	3398	Waypoint
AVATR	34.0451944	-116.888	261°	28.0	141	3426	Waypoint
DAAAY	34.0266667	-117.0310278	262°	13.0	127	3439	Waypoint
WADUP	34.0031389	-117.2291111	262°	18.0	109	3457	Waypoint
NEILE	33.9936111	-117.3085	262°	7.0	102	3465	Waypoint
SEAVU	33.9724167	-117.4885	268°	17.0	85	3481	Reporting Point
KLAX	33.9424964	-118.4080486	NA	85.0	0	3566	Destination Airport
