name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KMCO	28.4293889	-81.309	204°	NA	3566	0	Origin Airport
VILNS	28.3521667	-81.3486944	278°	9.0	3565	9	Waypoint
RDSOX	28.4258333	-81.9199444	271°	57.0	3510	60	Waypoint
JFRYS	28.4342222	-82.4763611	330°	54.0	3458	114	Waypoint
PATOY	29.0645806	-82.900025	325°	81.0	3396	171	WAY-PT
DEANR	29.2584444	-83.0584	324°	27.0	3375	194	WAY-PT
MICES	29.8604583	-83.5550833	324°	82.0	3309	270	WAY-PT
JAWJA	30.1737639	-83.8163722	305°	43.0	3275	311	WAY-PT
CABLO	30.7747222	-84.84	272°	119.0	3162	430	WAYPOINT
DEFUN	30.8142417	-86.1314139	272°	124.0	3042	537	Reporting Point
CEW	30.8261739	-86.6791433	360°	52.0	2991	584	VOR-TAC (NAVAID)
CEW	30.8261739	-86.6791433	280°	0.0	2991	584	VOR-TAC (NAVAID)
MCB	31.3044528	-90.2582031	269°	345.0	2647	921	VOR-TAC (NAVAID)
AEX	31.2567317	-92.5009725	268°	213.0	2441	1125	VOR-TAC (NAVAID)
CIDOR	31.2179556	-93.5235083	267°	97.0	2348	1219	Reporting Point
TBEND	31.1986472	-93.9661722	267°	42.0	2308	1260	Reporting Point
VELCO	31.1777667	-94.4091556	267°	42.0	2267	1301	Reporting Point
LFK	31.1624419	-94.7168325	284°	29.0	2239	1330	VOR-TAC (NAVAID)
CRIED	31.3539667	-95.6614139	283°	92.0	2147	1422	Reporting Point
TORNN	31.5203861	-96.5147111	283°	83.0	2064	1505	Reporting Point
ACT	31.6622311	-97.2690139	274°	73.0	1991	1578	VOR-TAC (NAVAID)
INK	31.8747633	-103.2437772	272°	566.0	1434	2142	VOR-TAC (NAVAID)
CONNE	31.9342111	-105.3294889	272°	197.0	1241	2339	Reporting Point
EWM	31.9517861	-106.2724583	278°	89.0	1154	2428	VOR-TAC (NAVAID)
SSO	32.269245	-109.2630875	293°	284.0	873	2711	VOR-TAC (NAVAID)
BXK	33.4534586	-112.8245936	293°	358.0	520	3048	VOR-TAC (NAVAID)
MESSI	33.7998278	-113.8031583	292°	99.0	426	3140	Reporting Point
ESTWD	33.9051389	-114.1135833	282°	31.0	397	3170	Waypoint
MCQWN	34.0562222	-115.0189722	281°	85.0	313	3254	Waypoint
MDLER	34.1638333	-115.6894444	263°	63.0	252	3316	Waypoint
MNROE	34.1347778	-115.9896667	263°	28.0	224	3343	Waypoint
HLYWD	34.10425	-116.2987778	263°	29.0	195	3372	Waypoint
BRUEN	34.0731667	-116.5883889	264°	27.0	169	3398	Waypoint
AVATR	34.0451944	-116.888	261°	28.0	141	3426	Waypoint
DAAAY	34.0266667	-117.0310278	262°	13.0	127	3439	Waypoint
WADUP	34.0031389	-117.2291111	262°	18.0	109	3457	Waypoint
NEILE	33.9936111	-117.3085	262°	7.0	102	3465	Waypoint
SEAVU	33.9724167	-117.4885	268°	17.0	85	3481	Reporting Point
KLAX	33.9424964	-118.4080486	NA	85.0	0	3566	Destination Airport
