name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KMCO	28.4293889	-81.309	204°	NA	3566.0	0.0	Origin Airport
VILNS	28.3521667	-81.3486944	263°	9.0	3565.0	9.0	Waypoint
OSPRY	28.29475	-81.8932778	258°	54.0	3517.0	59.0	Waypoint
GDUNN	28.102	-82.8895278	258°	100.0	3433.0	159.0	Waypoint
KNOST	28.0007222	-83.4233333	266°	54.0	3387.0	213.0	Waypoint
REMIS	27.8840556	-85.2578889	NA	181.0	3222.0	392.0	Waypoint
Y280	NA	NA	NA	NA	NA	NA	UNKNOWN
LEV	29.1752778	-90.1038889	291°	NA	2728.0	862.0	VOR-TAC (NAVAID)
LCH	30.1413889	-93.1055556	294°	310.0	2418.0	1161.0	VOR-TAC (NAVAID)
ACT	31.6622222	-97.2688889	303°	432.0	1991.0	1578.0	VOR-TAC (NAVAID)
TXO	34.4951267	-102.8396633	281°	608.0	1433.0	2148.0	VOR-TAC (NAVAID)
MIERA	34.9568722	-106.1141556	279°	304.0	1133.0	2452.0	Reporting Point
ABQ	35.0437956	-106.8163119	267°	65.0	1070.0	2516.0	VOR-TAC (NAVAID)
DRK	34.7025522	-112.4803417	262°	519.0	551.0	3025.0	VOR-TAC (NAVAID)
HIPPI	34.5622889	-113.6393694	262°	107.0	444.0	3130.0	Reporting Point
GABBL	34.5157778	-114.0557222	256°	39.0	406.0	3167.0	Waypoint
CHPLN	34.3301389	-114.9216389	255°	82.0	324.0	3246.0	Waypoint
NWMAN	34.2648333	-115.2184444	256°	28.0	296.0	3273.0	Waypoint
MDLER	34.1638333	-115.6894444	263°	45.0	252.0	3316.0	Waypoint
MNROE	34.1347778	-115.9896667	263°	28.0	224.0	3343.0	Waypoint
HLYWD	34.10425	-116.2987778	263°	29.0	195.0	3372.0	Waypoint
BRUEN	34.0731667	-116.5883889	264°	27.0	169.0	3398.0	Waypoint
AVATR	34.0451944	-116.888	261°	28.0	141.0	3426.0	Waypoint
DAAAY	34.0266667	-117.0310278	262°	13.0	127.0	3439.0	Waypoint
WADUP	34.0031389	-117.2291111	262°	18.0	109.0	3457.0	Waypoint
NEILE	33.9936111	-117.3085	262°	7.0	102.0	3465.0	Waypoint
SEAVU	33.9724167	-117.4885	268°	17.0	85.0	3481.0	Reporting Point
KLAX	33.9424964	-118.4080486	NA	85.0	0.0	3566.0	Destination Airport
