name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KMCO	28.4293889	-81.309	204°	NA	3566	0	Origin Airport
VILNS	28.3521667	-81.3486944	278°	9.0	3565	9	Waypoint
RDSOX	28.4258333	-81.9199444	271°	57.0	3510	60	Waypoint
JFRYS	28.4342222	-82.4763611	330°	54.0	3458	114	Waypoint
PATOY	29.0645806	-82.900025	325°	81.0	3396	171	WAY-PT
DEANR	29.2584444	-83.0584	324°	27.0	3375	194	WAY-PT
MICES	29.8604583	-83.5550833	324°	82.0	3309	270	WAY-PT
JAWJA	30.1737639	-83.8163722	305°	43.0	3275	311	WAY-PT
CABLO	30.7747222	-84.84	303°	119.0	3162	430	WAYPOINT
KT15M	32.5	-88.0	301°	356.0	2826	785	NRS-WAYPOINT
KM21K	33.5	-90.0	290°	217.0	2622	1003	NRS-WAYPOINT
PYRMD	34.5666667	-93.7333333	284°	364.0	2266	1361	WAYPOINT
KF30E	35.0	-96.0	284°	213.0	2055	1569	NRS-WAYPOINT
DANKS	35.6304639	-99.3256806	280°	310.0	1752	1876	WAYPOINT
KA36Y	36.0	-102.0	271°	245.0	1512	2117	NRS-WAYPOINT
KA36W	36.0	-104.0	271°	180.0	1333	2290	NRS-WAYPOINT
HANOS	36.0212028	-106.9640306	270°	267.0	1068	2550	Reporting Point
KD36Q	36.0	-110.0	277°	273.0	800	2819	NRS-WAYPOINT
TBC	36.1213889	-111.2697222	264°	115.0	694	2934	VOR-TAC (NAVAID)
JASSE	36.0709806	-111.812725	249°	49.0	646	2981	WAY-PT
AREAF	35.608825	-113.2306833	248°	138.0	508	3102	WAY-PT
ESGEE	35.1334722	-114.6226778	247°	137.0	372	3223	WAY-PT
DNERO	35.0353167	-114.9045528	192°	28.0	344	3248	WAY-PT
DNERO	35.0353056	-114.9045556	242°	0.0	344	3248	Waypoint
SLLRS	34.7931944	-115.4606667	246°	57.0	287	3297	Waypoint
FLOJO	34.6334722	-115.8932778	246°	43.0	244	3336	Waypoint
SALYY	34.4168611	-116.4770278	244°	59.0	185	3389	Waypoint
GLESN	34.3347222	-116.6763889	244°	20.0	165	3407	Waypoint
ANJLL	34.2111944	-116.9827778	252°	31.0	135	3435	Waypoint
CAANN	34.1658056	-117.1505833	252°	16.0	119	3450	Waypoint
BOYEL	34.1053056	-117.37025	253°	21.0	97	3471	Waypoint
CRCUS	34.0731944	-117.4984444	260°	12.0	85	3482	Waypoint
KLAX	33.9424964	-118.4080486	NA	85.0	0	3566	Destination Airport
