name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KLAX	33.9424964	-118.4080486	271°	NA	3979	0	Origin Airport
DLREY	33.9436944	-118.4651389	268°	5.0	3983	5	Waypoint
ENNEY	33.9424722	-118.5057778	265°	4.0	3987	9	Waypoint
NAANC	33.9316667	-118.6438889	177°	13.0	3999	22	Waypoint
HAYNK	33.8405833	-118.6373056	146°	10.0	4003	24	Waypoint
PEVEE	33.6972222	-118.5208333	110°	19.0	3999	29	Waypoint
HOLTZ	33.6445556	-118.343	90°	17.0	3987	34	Waypoint
DOTSS	33.6441111	-117.7952778	77°	51.0	3941	66	Waypoint
EYEDL	33.7513611	-117.2336389	91°	53.0	3888	111	Waypoint
HOMER	33.7460556	-116.9738889	91°	24.0	3867	134	Waypoint
CLEEE	33.7233889	-116.0733056	71°	83.0	3792	217	Waypoint
PKE	34.1019444	-114.6819444	71°	135.0	3657	344	VOR-TAC (NAVAID)
DRK	34.7025522	-112.4803417	84°	213.0	3445	551	VOR-TAC (NAVAID)
PYRIT	34.8695528	-110.5114333	85°	181.0	3271	732	Reporting Point
ZUN	34.9657533	-109.1545094	87°	124.0	3153	857	VOR-TAC (NAVAID)
ABQ	35.0437956	-106.8163119	86°	213.0	2952	1070	VOR-TAC (NAVAID)
TCC	35.1822058	-103.5985808	88°	293.0	2675	1363	VOR-TAC (NAVAID)
PNH	35.2350622	-101.6990308	87°	173.0	2512	1536	VOR-TAC (NAVAID)
CRUSR	35.3354139	-98.8662194	360°	258.0	2270	1794	Reporting Point
CRUSR	35.3354139	-98.8662194	88°	0.0	2270	1794	Reporting Point
IRW	35.3585969	-97.6092267	60°	114.0	2164	1908	VOR-TAC (NAVAID)
TUL	36.1962536	-95.7880903	70°	189.0	1976	2071	VOR-TAC (NAVAID)
FAM	37.6734614	-90.2340597	82°	521.0	1456	2567	VOR-TAC (NAVAID)
PLESS	37.8095778	-88.9631889	82°	113.0	1345	2679	Reporting Point
PXV	37.9283197	-87.76238	90°	106.0	1241	2785	VOR-TAC (NAVAID)
BKW	37.7802778	-81.1233333	85°	584.0	709	3368	VOR-DME (NAVAID)
ASBUR	37.8234472	-80.4642889	85°	58.0	656	3426	WAYPOINT
DENNY	37.8667083	-79.7371528	86°	64.0	599	3489	Reporting Point
MOL	37.9005556	-79.1069444	110°	55.0	551	3544	VOR-DME (NAVAID)
FAK	37.5286111	-77.8283333	95°	120.0	492	3660	VOR-TAC (NAVAID)
HCM	37.4486111	-76.7113889	83°	99.0	436	3759	VOR-TAC (NAVAID)
SAWED	37.5335361	-75.8580833	31°	76.0	390	3833	Reporting Point
KALDA	37.8419611	-75.6264833	31°	40.0	350	3849	Reporting Point
DUNFE	37.8885639	-75.5914972	31°	6.0	344	3851	Reporting Point
SWL	38.0565942	-75.4639011	26°	22.0	322	3860	VOR-TAC (NAVAID)
RADDS	38.6485556	-75.0884667	27°	74.0	248	3886	Reporting Point
SIE	39.0955089	-74.8003439	137°	56.0	193	3905	VOR-TAC (NAVAID)
SIE	39.0955	-74.8003333	40°	0.0	193	3905	VOR-TAC (NAVAID)
BOTON	39.4144722	-74.45475	40°	46.0	148	3932	Reporting Point
HOGGS	39.5828611	-74.2705833	40°	25.0	125	3946	Reporting Point
PANZE	39.676	-74.1681944	40°	14.0	112	3954	Reporting Point
KARRS	39.8408611	-73.986	28°	24.0	91	3968	Reporting Point
GAMBY	40.0061667	-73.8689722	29°	21.0	71	3976	Reporting Point
CAMRN	40.0173056	-73.8610556	6°	1.0	70	3977	Reporting Point
KJFK	40.6399278	-73.7786925	NA	70.0	0	3979	Destination Airport
