name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KLAX	33.9424964	-118.4080486	271°	NA	3979	0	Origin Airport
DLREY	33.9436944	-118.4651389	268°	5.0	3983	5	Waypoint
ENNEY	33.9424722	-118.5057778	265°	4.0	3987	9	Waypoint
NAANC	33.9316667	-118.6438889	177°	13.0	3999	22	Waypoint
HAYNK	33.8405833	-118.6373056	146°	10.0	4003	24	Waypoint
PEVEE	33.6972222	-118.5208333	110°	19.0	3999	29	Waypoint
HOLTZ	33.6445556	-118.343	90°	17.0	3987	34	Waypoint
DOTSS	33.6441111	-117.7952778	77°	51.0	3941	66	Waypoint
EYEDL	33.7513611	-117.2336389	91°	53.0	3888	111	Waypoint
HOMER	33.7460556	-116.9738889	91°	24.0	3867	134	Waypoint
CLEEE	33.7233889	-116.0733056	71°	83.0	3792	217	Waypoint
PKE	34.1019444	-114.6819444	71°	135.0	3657	344	VOR-TAC (NAVAID)
DRK	34.7025522	-112.4803417	74°	213.0	3445	551	VOR-TAC (NAVAID)
KEYKE	34.9498861	-111.386925	75°	104.0	3342	654	Reporting Point
GUP	35.4759992	-108.8726117	71°	236.0	3108	889	VOR-TAC (NAVAID)
CIM	36.4913969	-104.8719997	65°	378.0	2731	1262	VOR-TAC (NAVAID)
GCK	37.9190036	-100.7250086	67°	401.0	2332	1651	VOR-TAC (NAVAID)
SLN	38.9251381	-97.6213322	360°	293.0	2042	1938	VOR-TAC (NAVAID)
SLN	38.9251381	-97.6213322	80°	0.0	2042	1938	VOR-TAC (NAVAID)
JUDGE	39.0197806	-96.9188389	80°	62.0	1981	1999	Reporting Point
MCI	39.2852833	-94.7370611	360°	191.0	1790	2190	VOR-TAC (NAVAID)
MCI	39.2852833	-94.7370611	80°	0.0	1790	2190	VOR-TAC (NAVAID)
SAAGS	39.4678389	-93.2863639	81°	126.0	1664	2316	Reporting Point
TWAIN	39.672375	-91.4430917	82°	160.0	1504	2476	Reporting Point
BAYLI	39.7089611	-91.0796167	360°	31.0	1473	2507	Reporting Point
BAYLI	39.7089611	-91.0796167	83°	0.0	1473	2507	Reporting Point
SPI	39.8397331	-89.6777358	90°	121.0	1352	2628	VOR-TAC (NAVAID)
VHP	39.8147222	-86.3675	74°	283.0	1073	2910	VOR-TAC (NAVAID)
ROD	40.2877778	-84.0430556	52°	205.0	870	3110	VOR-TAC (NAVAID)
DJB	41.3580556	-82.1619444	69°	198.0	709	3274	VOR-DME (NAVAID)
JHW	42.1886069	-79.1213078	109°	269.0	478	3530	VOR-DME (NAVAID)
HOXIE	41.8650111	-77.8526056	109°	111.0	367	3634	Reporting Point
DMACK	41.7857583	-77.5519222	110°	26.0	341	3659	Reporting Point
STENT	41.6790472	-77.1527556	110°	35.0	305	3692	Reporting Point
MAGIO	41.5273833	-76.5964944	110°	49.0	256	3738	Reporting Point
LVZ	41.2727989	-75.6894661	326°	81.0	175	3815	VOR-TAC (NAVAID)
LVZ	41.2728056	-75.6894722	114°	0.0	175	3815	VOR-TAC (NAVAID)
JENNO	41.1529167	-75.3314167	114°	33.0	143	3845	Reporting Point
HARTY	41.0711944	-75.0898889	114°	22.0	120	3866	Reporting Point
STW	40.9958333	-74.8690278	98°	20.0	100	3885	VOR-DME (NAVAID)
LENDY	40.9148333	-74.13525	123°	62.0	43	3947	Reporting Point
LGA	40.7837222	-73.8686111	155°	27.0	18	3970	VOR-DME (NAVAID)
KJFK	40.6399278	-73.7786925	NA	18.0	0	3979	Destination Airport
