name	lat	lon	Outbound_Course	Dis_this_leg	Dis_remaining	Dis_flown	type
KEWR	40.6924798	-74.1686868	279°	NA	1402	0	Origin Airport
ZIMMZ	40.8030556	-75.1236111	259°	81.0	1323	81	Reporting Point
SPOTZ	40.7652778	-75.3830556	244°	22.0	1300	103	WAY-PT
MIKYG	40.6016667	-75.8197222	360°	41.0	1262	140	WAY-PT
MIKYG	40.6016667	-75.8197222	243°	0.0	1262	140	WAY-PT
HOTEE	40.3433333	-76.4936111	242°	64.0	1203	201	WAY-PT
BEETS	39.9557139	-77.449875	360°	92.0	1119	290	Reporting Point
BEETS	39.9557139	-77.449875	272°	0.0	1119	290	Reporting Point
VINSE	39.9711694	-77.9558889	360°	43.0	1076	331	Reporting Point
VINSE	39.9711694	-77.9558889	272°	0.0	1076	331	Reporting Point
LEJOY	40.0033944	-79.4148917	360°	124.0	952	452	Reporting Point
LEJOY	40.0033944	-79.4148917	271°	0.0	952	452	Reporting Point
AIR	40.0170242	-80.8172289	360°	120.0	834	569	VOR-DME (NAVAID)
AIR	40.0170242	-80.8172289	269°	0.0	834	569	VOR-DME (NAVAID)
CORVS	40.011125	-81.2309417	360°	35.0	798	604	Reporting Point
CORVS	40.011125	-81.2309417	269°	0.0	798	604	Reporting Point
ZANDR	40.0052083	-81.532875	269°	26.0	773	629	Reporting Point
BOWRR	39.9661139	-83.0323556	269°	128.0	646	756	Reporting Point
EMPTY	39.9632972	-83.1869444	268°	13.0	633	769	Reporting Point
CREEP	39.9209111	-84.308725	267°	96.0	538	865	Reporting Point
FYLLS	39.9067528	-84.6305111	267°	28.0	511	892	Reporting Point
VHP	39.8147292	-86.3674997	182°	149.0	365	1040	VOR-TAC (NAVAID)
VHP	39.8147222	-86.3675	252°	0.0	365	1040	VOR-TAC (NAVAID)
AKBAR	39.3909444	-88.0488056	252°	152.0	213	1190	Reporting Point
PRUET	39.3505556	-88.2111111	251°	15.0	198	1205	Waypoint
UKAAY	39.1710278	-88.8795833	251°	61.0	137	1266	Waypoint
AARCH	39.0936111	-89.1625	254°	26.0	111	1291	Waypoint
PETTI	38.9963333	-89.5940278	248°	39.0	73	1330	Waypoint
KRIYA	38.9604444	-89.7080278	248°	11.0	62	1341	Waypoint
JAAKK	38.8646944	-90.0108333	248°	28.0	34	1369	Waypoint
CHOTO	38.7972222	-90.2208333	301°	20.0	14	1388	Waypoint
GETEE	38.8349444	-90.3030278	300°	8.0	11	1394	Waypoint
HRBEE	38.8614722	-90.3610278	300°	6.0	13	1398	Waypoint
BUELL	38.9025833	-90.4511667	158°	9.0	19	1405	Waypoint
KSTL	38.7486982	-90.3700257	NA	19.0	0	1402	Destination Airport
